labeltype;WBE_Naam_Toek;labeljaar;provincie_toek;toegekend;verwezenlijkt;percentage_verwezelijkt;KboNummer_Toek
Bokken;Herentals-Vorselaar-Heerle;2007;Antwerpen;14;12;85.71428571428571;460236888
Bokken;Herentals-Vorselaar-Heerle;2008;Antwerpen;13;12;92.3076923076923;460236888
Bokken;Herentals-Vorselaar-Heerle;2009;Antwerpen;14;13;92.85714285714286;460236888
Bokken;Herentals-Vorselaar-Heerle;2010;Antwerpen;10;7;70;460236888
Bokken;Herentals-Vorselaar-Heerle;2011;Antwerpen;13;12;92.3076923076923;460236888
Bokken;Herentals-Vorselaar-Heerle;2012;Antwerpen;14;14;100;460236888
Bokken;Herentals-Vorselaar-Heerle;2013;Antwerpen;15;14;93.33333333333333;460236888
Bokken;Herentals-Vorselaar-Heerle;2014;Antwerpen;16;15;93.75;460236888
Bokken;Herentals-Vorselaar-Heerle;2015;Antwerpen;15;15;100;460236888
Bokken;Herentals-Vorselaar-Heerle;2016;Antwerpen;15;15;100;460236888
Bokken;Herentals-Vorselaar-Heerle;2017;Antwerpen;15;15;100;460236888
Bokken;Herentals-Vorselaar-Heerle;2018;Antwerpen;13;13;100;460236888
Bokken;Herentals-Vorselaar-Heerle;2019;Antwerpen;13;11;84.61538461538461;460236888
Bokken;Herentals-Vorselaar-Heerle;2020;Antwerpen;13;0;0;460236888
Bokken;Herentals-Vorselaar-Heerle;2021;Antwerpen;13;13;100;460236888
Bokken;Herentals-Vorselaar-Heerle;2022;Antwerpen;13;12;92.3076923076923;460236888
Bokken;Herkenrode;2002;Limburg;20;14;70;459126833
Bokken;Herkenrode;2003;Limburg;20;2;10;459126833
Bokken;Herkenrode;2004;Limburg;21;12;57.14285714285714;459126833
Bokken;Herkenrode;2005;Limburg;25;16;64;459126833
Bokken;Herkenrode;2006;Limburg;21;13;61.904761904761905;459126833
Bokken;Herkenrode;2007;Limburg;23;19;82.6086956521739;459126833
Bokken;Herkenrode;2008;Limburg;28;18;64.28571428571429;459126833
Bokken;Herkenrode;2009;Limburg;19;16;84.21052631578947;459126833
Bokken;Herkenrode;2010;Limburg;26;15;57.692307692307686;459126833
Bokken;Herkenrode;2011;Limburg;29;20;68.96551724137932;459126833
Bokken;Herkenrode;2012;Limburg;23;15;65.21739130434783;459126833
Bokken;Herkenrode;2013;Limburg;23;16;69.56521739130434;459126833
Bokken;Herkenrode;2014;Limburg;40;21;52.5;459126833
Bokken;Herkenrode;2015;Limburg;30;19;63.33333333333333;459126833
Bokken;Herkenrode;2016;Limburg;30;26;86.66666666666667;459126833
Bokken;Herkenrode;2017;Limburg;30;28;93.33333333333333;459126833
Bokken;Herkenrode;2018;Limburg;34;29;85.29411764705883;459126833
Bokken;Herkenrode;2019;Limburg;34;27;79.41176470588235;459126833
Bokken;Herkenrode;2020;Limburg;34;27;79.41176470588235;459126833
Bokken;Herkenrode;2021;Limburg;32;25;78.125;459126833
Bokken;Herkenrode;2022;Limburg;32;26;81.25;459126833
Bokken;Hesbania;2010;Limburg;2;1;50;444094605
Bokken;Hesbania;2011;Limburg;3;1;33.33333333333333;444094605
Bokken;Hesbania;2012;Limburg;5;3;60;444094605
Bokken;Hesbania;2013;Limburg;4;3;75;444094605
Bokken;Hesbania;2014;Limburg;4;3;75;444094605
Bokken;Hesbania;2015;Limburg;5;0;0;444094605
Bokken;Hesbania;2016;Limburg;5;2;40;444094605
Bokken;Hesbania;2017;Limburg;5;5;100;444094605
Bokken;Hesbania;2018;Limburg;7;3;42.857142857142854;444094605
Bokken;Hesbania;2019;Limburg;7;4;57.14285714285714;444094605
Bokken;Hesbania;2020;Limburg;7;5;71.42857142857143;444094605
Bokken;Hesbania;2021;Limburg;5;5;100;444094605
Bokken;Hesbania;2022;Limburg;13;11;84.61538461538461;444094605
Bokken;Het Hageland;2002;Vlaams-Brabant;2;0;0;459112183
Bokken;Het Hageland;2003;Vlaams-Brabant;1;0;0;459112183
Bokken;Het Hageland;2004;Vlaams-Brabant;3;0;0;459112183
Bokken;Het Hageland;2005;Vlaams-Brabant;3;2;66.66666666666666;459112183
Bokken;Het Hageland;2006;Vlaams-Brabant;3;2;66.66666666666666;459112183
Bokken;Het Hageland;2007;Vlaams-Brabant;3;2;66.66666666666666;459112183
Bokken;Het Hageland;2008;Vlaams-Brabant;4;0;0;459112183
Bokken;Het Hageland;2009;Vlaams-Brabant;6;0;0;459112183
Bokken;Het Hageland;2010;Vlaams-Brabant;6;1;16.666666666666664;459112183
Bokken;Het Hageland;2011;Vlaams-Brabant;6;1;16.666666666666664;459112183
Bokken;Het Hageland;2012;Vlaams-Brabant;6;0;0;459112183
Bokken;Het Hageland;2014;Vlaams-Brabant;6;2;33.33333333333333;459112183
Bokken;Het Hageland;2015;Vlaams-Brabant;4;4;100;459112183
Bokken;Het Hageland;2016;Vlaams-Brabant;4;2;50;459112183
Bokken;Het Hageland;2017;Vlaams-Brabant;4;1;25;459112183
Bokken;Het Hageland;2018;Vlaams-Brabant;5;0;0;459112183
Bokken;Het Hageland;2019;Vlaams-Brabant;5;1;20;459112183
Bokken;Het Hageland;2020;Vlaams-Brabant;5;2;40;459112183
Bokken;Het Hageland;2021;Vlaams-Brabant;5;2;40;459112183
Bokken;Het Hageland;2022;Vlaams-Brabant;7;2;28.57142857142857;459112183
Bokken;Het Netebroek Balen;2002;Antwerpen;24;17;70.83333333333334;450141762
Bokken;Het Netebroek Balen;2003;Antwerpen;20;14;70;450141762
Bokken;Het Netebroek Balen;2004;Antwerpen;23;17;73.91304347826086;450141762
Bokken;Het Netebroek Balen;2005;Antwerpen;22;19;86.36363636363636;450141762
Bokken;Het Netebroek Balen;2006;Antwerpen;22;19;86.36363636363636;450141762
Bokken;Het Netebroek Balen;2007;Antwerpen;22;18;81.81818181818183;450141762
Bokken;Het Netebroek Balen;2008;Antwerpen;20;19;95;450141762
Bokken;Het Netebroek Balen;2009;Antwerpen;22;15;68.18181818181817;450141762
Bokken;Het Netebroek Balen;2010;Antwerpen;22;20;90.9090909090909;450141762
Bokken;Het Netebroek Balen;2011;Antwerpen;23;20;86.95652173913044;450141762
Bokken;Het Netebroek Balen;2012;Antwerpen;23;22;95.65217391304348;450141762
Bokken;Het Netebroek Balen;2013;Antwerpen;23;22;95.65217391304348;450141762
Bokken;Het Netebroek Balen;2014;Antwerpen;26;19;73.07692307692307;450141762
Bokken;Het Netebroek Balen;2015;Antwerpen;30;25;83.33333333333334;450141762
Bokken;Het Netebroek Balen;2016;Antwerpen;30;26;86.66666666666667;450141762
Bokken;Het Netebroek Balen;2017;Antwerpen;30;25;83.33333333333334;450141762
Bokken;Het Netebroek Balen;2018;Antwerpen;32;27;84.375;450141762
Bokken;Het Netebroek Balen;2019;Antwerpen;32;23;71.875;450141762
Bokken;Het Netebroek Balen;2020;Antwerpen;32;23;71.875;450141762
Bokken;Het Netebroek Balen;2021;Antwerpen;29;25;86.20689655172413;450141762
Bokken;Het Netebroek Balen;2022;Antwerpen;29;21;72.41379310344827;450141762
Bokken;Het Warandebos;2003;Vlaams-Brabant;2;1;50;NA
Bokken;Honsem;2003;Vlaams-Brabant;2;1;50;462808378
Bokken;Honsem;2004;Vlaams-Brabant;2;1;50;462808378
Bokken;Honsem;2005;Vlaams-Brabant;3;2;66.66666666666666;462808378
Bokken;Honsem;2006;Vlaams-Brabant;3;2;66.66666666666666;462808378
Bokken;Honsem;2007;Vlaams-Brabant;2;0;0;462808378
Bokken;Honsem;2008;Vlaams-Brabant;2;2;100;462808378
Bokken;Honsem;2009;Vlaams-Brabant;3;2;66.66666666666666;462808378
Bokken;Honsem;2010;Vlaams-Brabant;3;1;33.33333333333333;462808378
Bokken;Honsem;2011;Vlaams-Brabant;3;3;100;462808378
Bokken;Honsem;2012;Vlaams-Brabant;4;1;25;462808378
Bokken;Honsem;2013;Vlaams-Brabant;4;3;75;462808378
Bokken;Honsem;2014;Vlaams-Brabant;4;3;75;462808378
Bokken;Honsem;2015;Vlaams-Brabant;4;3;75;462808378
Bokken;Honsem;2016;Vlaams-Brabant;4;4;100;462808378
Bokken;Honsem;2017;Vlaams-Brabant;4;3;75;462808378
Bokken;Honsem;2018;Vlaams-Brabant;3;3;100;462808378
Bokken;Hoogbosch;2002;Limburg;7;0;0;NA
Bokken;Hoogbosch;2003;Limburg;6;3;50;NA
Bokken;Hoogbosch;2004;Limburg;8;4;50;NA
Bokken;Hoogbosch;2005;Limburg;9;7;77.77777777777779;NA
Bokken;Hoogbosch;2006;Limburg;8;6;75;NA
Bokken;Hoogbosch;2007;Limburg;8;4;50;NA
Bokken;Hoogbosch;2008;Limburg;9;4;44.44444444444444;NA
Bokken;Hoogbosch;2009;Limburg;9;0;0;NA
Bokken;Hoogbosch;2010;Limburg;9;5;55.55555555555556;NA
Bokken;Hoogbosch;2011;Limburg;14;9;64.28571428571429;NA
Bokken;Hoogbosch;2012;Limburg;9;2;22.22222222222222;NA
Bokken;Hoogbosch;2013;Limburg;10;3;30;NA
Bokken;Hoppeland;2002;West-Vlaanderen;2;0;0;454521016
Bokken;Hoppeland;2004;West-Vlaanderen;2;0;0;454521016
Bokken;Hoppeland;2005;West-Vlaanderen;5;0;0;454521016
Bokken;Hoppeland;2006;West-Vlaanderen;5;4;80;454521016
Bokken;Hoppeland;2007;West-Vlaanderen;5;5;100;454521016
Bokken;Hoppeland;2008;West-Vlaanderen;7;4;57.14285714285714;454521016
Bokken;Hoppeland;2009;West-Vlaanderen;8;4;50;454521016
Bokken;Hoppeland;2010;West-Vlaanderen;7;5;71.42857142857143;454521016
Bokken;Hoppeland;2011;West-Vlaanderen;8;6;75;454521016
Bokken;Hoppeland;2012;West-Vlaanderen;6;4;66.66666666666666;454521016
Bokken;Hoppeland;2013;West-Vlaanderen;6;5;83.33333333333334;454521016
Bokken;Hoppeland;2014;West-Vlaanderen;13;6;46.15384615384615;454521016
Bokken;Hoppeland;2015;West-Vlaanderen;10;8;80;454521016
Bokken;Hoppeland;2016;West-Vlaanderen;10;8;80;454521016
Bokken;Hoppeland;2017;West-Vlaanderen;10;9;90;454521016
Bokken;Hoppeland;2018;West-Vlaanderen;12;11;91.66666666666666;454521016
Bokken;Hoppeland;2019;West-Vlaanderen;12;12;100;454521016
Bokken;Hoppeland;2020;West-Vlaanderen;12;12;100;454521016
Bokken;Hoppeland;2021;West-Vlaanderen;12;12;100;454521016
Bokken;Hoppeland;2022;West-Vlaanderen;12;11;91.66666666666666;454521016
Bokken;Houtland;2005;West-Vlaanderen;1;1;100;452846379
Bokken;Houtland;2006;West-Vlaanderen;2;0;0;452846379
Bokken;Houtland;2007;West-Vlaanderen;3;2;66.66666666666666;452846379
Bokken;Houtland;2009;West-Vlaanderen;3;1;33.33333333333333;452846379
Bokken;Houtland;2010;West-Vlaanderen;2;0;0;452846379
Bokken;Houtland;2011;West-Vlaanderen;1;0;0;452846379
Bokken;Houtland;2012;West-Vlaanderen;2;2;100;452846379
Bokken;Houtland;2013;West-Vlaanderen;5;2;40;452846379
Bokken;Houtland;2014;West-Vlaanderen;9;2;22.22222222222222;452846379
Bokken;Houtland;2015;West-Vlaanderen;9;5;55.55555555555556;452846379
Bokken;Houtland;2016;West-Vlaanderen;9;4;44.44444444444444;452846379
Bokken;Houtland;2017;West-Vlaanderen;13;7;53.84615384615385;452846379
Bokken;Houtland;2018;West-Vlaanderen;17;10;58.82352941176471;452846379
Bokken;Houtland;2019;West-Vlaanderen;17;12;70.58823529411765;452846379
Bokken;Houtland;2020;West-Vlaanderen;17;12;70.58823529411765;452846379
Bokken;Houtland;2021;West-Vlaanderen;15;14;93.33333333333333;452846379
Bokken;Houtland;2022;West-Vlaanderen;15;14;93.33333333333333;452846379
Bokken;Ieperlee;2019;West-Vlaanderen;2;2;100;455928407
Bokken;Ieperlee;2020;West-Vlaanderen;2;1;50;455928407
Bokken;Ieperlee;2021;West-Vlaanderen;2;0;0;455928407
Bokken;Ieperlee;2022;West-Vlaanderen;2;2;100;455928407
Bokken;Ijzervalleien;2016;West-Vlaanderen;1;1;100;457496639
Bokken;Ijzervalleien;2017;West-Vlaanderen;1;1;100;457496639
Bokken;Ijzervalleien;2018;West-Vlaanderen;1;1;100;457496639
Bokken;Ijzervalleien;2019;West-Vlaanderen;1;0;0;457496639
Bokken;Ijzervalleien;2020;West-Vlaanderen;1;0;0;457496639
Bokken;Ijzervalleien;2021;West-Vlaanderen;1;0;0;457496639
Bokken;Ijzervalleien;2022;West-Vlaanderen;1;0;0;457496639
Bokken;In Flanders Fields;2007;West-Vlaanderen;1;0;0;451318927
Bokken;In Flanders Fields;2008;West-Vlaanderen;2;2;100;451318927
Bokken;In Flanders Fields;2009;West-Vlaanderen;3;1;33.33333333333333;451318927
Bokken;In Flanders Fields;2010;West-Vlaanderen;3;2;66.66666666666666;451318927
Bokken;In Flanders Fields;2011;West-Vlaanderen;8;5;62.5;451318927
Bokken;In Flanders Fields;2012;West-Vlaanderen;11;10;90.9090909090909;451318927
Bokken;In Flanders Fields;2013;West-Vlaanderen;18;11;61.111111111111114;451318927
Bokken;In Flanders Fields;2014;West-Vlaanderen;19;11;57.89473684210527;451318927
Bokken;In Flanders Fields;2015;West-Vlaanderen;22;19;86.36363636363636;451318927
Bokken;In Flanders Fields;2016;West-Vlaanderen;22;14;63.63636363636363;451318927
Bokken;In Flanders Fields;2017;West-Vlaanderen;22;12;54.54545454545454;451318927
Bokken;In Flanders Fields;2018;West-Vlaanderen;15;11;73.33333333333333;451318927
Bokken;In Flanders Fields;2019;West-Vlaanderen;15;13;86.66666666666667;451318927
Bokken;In Flanders Fields;2020;West-Vlaanderen;15;11;73.33333333333333;451318927
Bokken;In Flanders Fields;2021;West-Vlaanderen;20;16;80;451318927
Bokken;In Flanders Fields;2022;West-Vlaanderen;20;13;65;451318927
Bokken;Jaboom;2004;Antwerpen;8;5;62.5;451858266
Bokken;Jaboom;2005;Antwerpen;8;5;62.5;451858266
Bokken;Jaboom;2006;Antwerpen;12;7;58.333333333333336;451858266
Bokken;Jaboom;2007;Antwerpen;17;5;29.411764705882355;451858266
Bokken;Jaboom;2008;Antwerpen;17;8;47.05882352941176;451858266
Bokken;Jaboom;2009;Antwerpen;18;5;27.77777777777778;451858266
Bokken;Jaboom;2010;Antwerpen;14;5;35.714285714285715;451858266
Bokken;Jaboom;2011;Antwerpen;12;6;50;451858266
Bokken;Jaboom;2012;Antwerpen;15;6;40;451858266
Bokken;Jaboom;2013;Antwerpen;13;3;23.076923076923077;451858266
Bokken;Jaboom;2014;Antwerpen;16;9;56.25;451858266
Bokken;Jaboom;2015;Antwerpen;6;6;100;451858266
Bokken;Jaboom;2016;Antwerpen;6;5;83.33333333333334;451858266
Bokken;Jaboom;2017;Antwerpen;6;6;100;451858266
Bokken;Jaboom;2018;Antwerpen;8;8;100;451858266
Bokken;Jaboom;2019;Antwerpen;8;8;100;451858266
Bokken;Jaboom;2020;Antwerpen;8;8;100;451858266
Bokken;Jaboom;2021;Antwerpen;10;10;100;451858266
Bokken;Jaboom;2022;Antwerpen;10;10;100;451858266
Bokken;Jacht en Natuur Lommel;2014;Limburg;35;22;62.857142857142854;416410508
Bokken;Jacht en Natuur Lommel;2015;Limburg;39;36;92.3076923076923;416410508
Bokken;Jacht en Natuur Lommel;2016;Limburg;39;38;97.43589743589743;416410508
Bokken;Jacht en Natuur Lommel;2017;Limburg;39;38;97.43589743589743;416410508
Bokken;Jacht en Natuur Lommel;2018;Limburg;42;37;88.09523809523809;416410508
Bokken;Jacht en Natuur Lommel;2019;Limburg;42;39;92.85714285714286;416410508
Bokken;Jacht en Natuur Lommel;2020;Limburg;42;39;92.85714285714286;416410508
Bokken;Jacht en Natuur Lommel;2021;Limburg;42;38;90.47619047619048;416410508
Bokken;Jacht en Natuur Lommel;2022;Limburg;42;40;95.23809523809523;416410508
Bokken;Jekervallei;2007;Limburg;2;0;0;450048722
Bokken;Jekervallei;2008;Limburg;2;0;0;450048722
Bokken;Jekervallei;2010;Limburg;2;1;50;450048722
Bokken;Jekervallei;2011;Limburg;1;0;0;450048722
Bokken;Jekervallei;2012;Limburg;3;2;66.66666666666666;450048722
Bokken;Jekervallei;2013;Limburg;4;3;75;450048722
Bokken;Jekervallei;2014;Limburg;4;3;75;450048722
Bokken;Jekervallei;2015;Limburg;5;5;100;450048722
Bokken;Jekervallei;2016;Limburg;5;5;100;450048722
Bokken;Jekervallei;2017;Limburg;5;5;100;450048722
Bokken;Jekervallei;2018;Limburg;7;4;57.14285714285714;450048722
Bokken;Jekervallei;2019;Limburg;5;2;40;450048722
Bokken;Jekervallei;2020;Limburg;5;5;100;450048722
Bokken;Jekervallei;2021;Limburg;3;3;100;450048722
Bokken;Jekervallei;2022;Limburg;3;3;100;450048722
Bokken;Kalmthout;2004;Antwerpen;9;6;66.66666666666666;454996613
Bokken;Kalmthout;2005;Antwerpen;16;12;75;454996613
Bokken;Kalmthout;2006;Antwerpen;20;18;90;454996613
Bokken;Kalmthout;2007;Antwerpen;19;17;89.47368421052632;454996613
Bokken;Kalmthout;2008;Antwerpen;17;16;94.11764705882352;454996613
Bokken;Kalmthout;2009;Antwerpen;14;10;71.42857142857143;454996613
Bokken;Kalmthout;2010;Antwerpen;17;12;70.58823529411765;454996613
Bokken;Kalmthout;2011;Antwerpen;17;7;41.17647058823529;454996613
Bokken;Kalmthout;2012;Antwerpen;15;11;73.33333333333333;454996613
Bokken;Kalmthout;2013;Antwerpen;15;10;66.66666666666666;454996613
Bokken;Kalmthout;2014;Antwerpen;15;8;53.333333333333336;454996613
Bokken;Kalmthout;2015;Antwerpen;12;12;100;454996613
Bokken;Kalmthout;2016;Antwerpen;12;11;91.66666666666666;454996613
Bokken;Kalmthout;2017;Antwerpen;9;9;100;454996613
Bokken;Kalmthout;2018;Antwerpen;8;8;100;454996613
Bokken;Kalmthout;2019;Antwerpen;8;7;87.5;454996613
Bokken;Kalmthout;2020;Antwerpen;8;8;100;454996613
Bokken;Kalmthout;2021;Antwerpen;29;29;100;454996613
Bokken;Kalmthout;2022;Antwerpen;29;29;100;454996613
Bokken;Kampel;2021;Oost-Vlaanderen;22;9;40.909090909090914;726995994
Bokken;Kampel;2022;Oost-Vlaanderen;22;12;54.54545454545454;726995994
Bokken;Keha;2004;Limburg;9;4;44.44444444444444;456791410
Bokken;Keha;2005;Limburg;16;7;43.75;456791410
Bokken;Keha;2006;Limburg;24;15;62.5;456791410
Bokken;Keha;2007;Limburg;20;13;65;456791410
Bokken;Keha;2008;Limburg;19;16;84.21052631578947;456791410
Bokken;Keha;2009;Limburg;24;19;79.16666666666666;456791410
Bokken;Keha;2010;Limburg;28;21;75;456791410
Bokken;Keha;2011;Limburg;28;12;42.857142857142854;456791410
Bokken;Keha;2012;Limburg;27;15;55.55555555555556;456791410
Bokken;Keha;2013;Limburg;27;15;55.55555555555556;456791410
Bokken;Keha;2014;Limburg;25;15;60;456791410
Bokken;Keha;2015;Limburg;21;19;90.47619047619048;456791410
Bokken;Keha;2016;Limburg;21;19;90.47619047619048;456791410
Bokken;Keha;2017;Limburg;21;15;71.42857142857143;456791410
Bokken;Keha;2018;Limburg;24;19;79.16666666666666;456791410
Bokken;Keha;2019;Limburg;24;18;75;456791410
Bokken;Keha;2020;Limburg;26;19;73.07692307692307;456791410
Bokken;Keha;2021;Limburg;26;16;61.53846153846154;456791410
Bokken;Keha;2022;Limburg;26;10;38.46153846153847;456791410
Bokken;Kessenich;2004;Limburg;3;3;100;451024957
Bokken;Kessenich;2011;Limburg;4;4;100;451024957
Bokken;Kessenich;2012;Limburg;6;4;66.66666666666666;451024957
Bokken;Kessenich;2013;Limburg;6;3;50;451024957
Bokken;Kessenich;2014;Limburg;6;1;16.666666666666664;451024957
Bokken;Kessenich;2015;Limburg;4;4;100;451024957
Bokken;Kessenich;2016;Limburg;4;4;100;451024957
Bokken;Kessenich;2017;Limburg;4;3;75;451024957
Bokken;Kinrooi;2002;Limburg;12;0;0;446348369
Bokken;Kinrooi;2003;Limburg;12;10;83.33333333333334;446348369
Bokken;Kinrooi;2004;Limburg;11;9;81.81818181818183;446348369
Bokken;Kinrooi;2005;Limburg;12;11;91.66666666666666;446348369
Bokken;Kinrooi;2006;Limburg;20;12;60;446348369
Bokken;Kinrooi;2007;Limburg;20;11;55.00000000000001;446348369
Bokken;Kinrooi;2008;Limburg;18;12;66.66666666666666;446348369
Bokken;Kinrooi;2009;Limburg;22;11;50;446348369
Bokken;Kinrooi;2010;Limburg;20;4;20;446348369
Bokken;Kinrooi;2011;Limburg;15;3;20;446348369
Bokken;Kinrooi;2012;Limburg;17;6;35.294117647058826;446348369
Bokken;Kinrooi;2013;Limburg;24;12;50;446348369
Bokken;Kinrooi;2014;Limburg;20;7;35;446348369
Bokken;Kinrooi;2015;Limburg;35;26;74.28571428571429;446348369
Bokken;Kinrooi;2016;Limburg;35;23;65.71428571428571;446348369
Bokken;Kinrooi;2017;Limburg;35;29;82.85714285714286;446348369
Bokken;Kinrooi;2018;Limburg;29;28;96.55172413793103;446348369
Bokken;Kinrooi;2019;Limburg;38;37;97.36842105263158;446348369
Bokken;Kinrooi;2020;Limburg;38;35;92.10526315789474;446348369
Bokken;Kinrooi;2021;Limburg;38;36;94.73684210526315;446348369
Bokken;Kinrooi;2022;Limburg;38;32;84.21052631578947;446348369
Bokken;Klei en zand;2014;Antwerpen;21;17;80.95238095238095;449899559
Bokken;Klei en zand;2015;Antwerpen;15;11;73.33333333333333;449899559
Bokken;Klei en zand;2016;Antwerpen;15;14;93.33333333333333;449899559
Bokken;Klei en zand;2017;Antwerpen;15;14;93.33333333333333;449899559
Bokken;Klei en zand;2018;Antwerpen;16;16;100;449899559
Bokken;Klei en zand;2019;Antwerpen;16;16;100;449899559
Bokken;Klei en zand;2020;Antwerpen;16;16;100;449899559
Bokken;Klei en zand;2021;Antwerpen;20;20;100;449899559
Bokken;Klei en zand;2022;Antwerpen;20;20;100;449899559
Bokken;Klein-Brabant Rupelstreek;2004;Antwerpen;10;9;90;455765683
Bokken;Klein-Brabant Rupelstreek;2005;Antwerpen;6;6;100;455765683
Bokken;Klein-Brabant Rupelstreek;2006;Antwerpen;9;8;88.88888888888889;455765683
Bokken;Klein-Brabant Rupelstreek;2007;Antwerpen;15;2;13.333333333333334;455765683
Bokken;Klein-Brabant Rupelstreek;2008;Antwerpen;15;12;80;455765683
Bokken;Klein-Brabant Rupelstreek;2009;Antwerpen;28;18;64.28571428571429;455765683
Bokken;Klein-Brabant Rupelstreek;2010;Antwerpen;16;14;87.5;455765683
Bokken;Klein-Brabant Rupelstreek;2011;Antwerpen;25;18;72;455765683
Bokken;Klein-Brabant Rupelstreek;2012;Antwerpen;22;12;54.54545454545454;455765683
Bokken;Klein-Brabant Rupelstreek;2013;Antwerpen;22;17;77.27272727272727;455765683
Bokken;Klein-Brabant Rupelstreek;2014;Antwerpen;25;20;80;455765683
Bokken;Klein-Brabant Rupelstreek;2015;Antwerpen;24;15;62.5;455765683
Bokken;Klein-Brabant Rupelstreek;2016;Antwerpen;24;16;66.66666666666666;455765683
Bokken;Klein-Brabant Rupelstreek;2017;Antwerpen;24;16;66.66666666666666;455765683
Bokken;Klein-Brabant Rupelstreek;2018;Antwerpen;28;25;89.28571428571429;455765683
Bokken;Klein-Brabant Rupelstreek;2019;Antwerpen;28;26;92.85714285714286;455765683
Bokken;Klein-Brabant Rupelstreek;2020;Antwerpen;28;23;82.14285714285714;455765683
Bokken;Klein-Brabant Rupelstreek;2021;Antwerpen;31;27;87.09677419354838;455765683
Bokken;Klein-Brabant Rupelstreek;2022;Antwerpen;31;23;74.19354838709677;455765683
Bokken;Kravaal;2003;Vlaams-Brabant;2;1;50;456595925
Bokken;Kravaal;2004;Vlaams-Brabant;3;3;100;456595925
Bokken;Kravaal;2005;Vlaams-Brabant;5;1;20;456595925
Bokken;Kravaal;2006;Vlaams-Brabant;4;4;100;456595925
Bokken;Kravaal;2007;Vlaams-Brabant;5;4;80;456595925
Bokken;Kravaal;2008;Vlaams-Brabant;5;4;80;456595925
Bokken;Kravaal;2009;Vlaams-Brabant;5;4;80;456595925
Bokken;Kravaal;2010;Vlaams-Brabant;7;5;71.42857142857143;456595925
Bokken;Kravaal;2011;Vlaams-Brabant;5;2;40;456595925
Bokken;Kravaal;2013;Vlaams-Brabant;7;7;100;456595925
Bokken;Kravaal;2014;Vlaams-Brabant;6;4;66.66666666666666;456595925
Bokken;Kravaal;2015;Vlaams-Brabant;8;8;100;456595925
Bokken;Kravaal;2016;Vlaams-Brabant;8;7;87.5;456595925
Bokken;Kravaal;2017;Vlaams-Brabant;8;8;100;456595925
Bokken;Kravaal;2018;Vlaams-Brabant;8;8;100;456595925
Bokken;Kravaal;2019;Vlaams-Brabant;8;8;100;456595925
Bokken;Kravaal;2020;Vlaams-Brabant;8;7;87.5;456595925
Bokken;Kravaal;2021;Vlaams-Brabant;10;9;90;456595925
Bokken;Kravaal;2022;Vlaams-Brabant;10;10;100;456595925
Bokken;Kruitem;2011;Oost-Vlaanderen;2;1;50;457687867
Bokken;Kruitem;2012;Oost-Vlaanderen;5;2;40;457687867
Bokken;Kruitem;2013;Oost-Vlaanderen;5;3;60;457687867
Bokken;Kruitem;2014;Oost-Vlaanderen;5;1;20;457687867
Bokken;Kruitem;2015;Oost-Vlaanderen;6;2;33.33333333333333;457687867
Bokken;Kruitem;2016;Oost-Vlaanderen;6;2;33.33333333333333;457687867
Bokken;Kruitem;2017;Oost-Vlaanderen;6;1;16.666666666666664;457687867
Bokken;Kruitem;2018;Oost-Vlaanderen;6;6;100;457687867
Bokken;Kruitem;2019;Oost-Vlaanderen;6;6;100;457687867
Bokken;Kruitem;2020;Oost-Vlaanderen;6;6;100;457687867
Bokken;Kruitem;2021;Oost-Vlaanderen;8;8;100;457687867
Bokken;Kruitem;2022;Oost-Vlaanderen;8;8;100;457687867
Bokken;Laakdal;2002;Antwerpen;11;4;36.36363636363637;453059482
Bokken;Laakdal;2003;Antwerpen;11;11;100;453059482
Bokken;Laakdal;2004;Antwerpen;3;3;100;453059482
Bokken;Laakdal;2005;Antwerpen;14;12;85.71428571428571;453059482
Bokken;Laakdal;2006;Antwerpen;23;17;73.91304347826086;453059482
Bokken;Laakdal;2007;Antwerpen;30;25;83.33333333333334;453059482
Bokken;Laakdal;2008;Antwerpen;25;20;80;453059482
Bokken;Laakdal;2009;Antwerpen;24;19;79.16666666666666;453059482
Bokken;Laakdal;2010;Antwerpen;23;20;86.95652173913044;453059482
Bokken;Laakdal;2011;Antwerpen;24;23;95.83333333333334;453059482
Bokken;Laakdal;2012;Antwerpen;27;22;81.48148148148148;453059482
Bokken;Laakdal;2013;Antwerpen;24;19;79.16666666666666;453059482
Bokken;Laakdal;2014;Antwerpen;24;21;87.5;453059482
Bokken;Laakdal;2015;Antwerpen;17;17;100;453059482
Bokken;Laakdal;2016;Antwerpen;17;15;88.23529411764706;453059482
Bokken;Laakdal;2017;Antwerpen;17;14;82.35294117647058;453059482
Bokken;Laakdal;2018;Antwerpen;23;19;82.6086956521739;453059482
Bokken;Laakdal;2019;Antwerpen;23;21;91.30434782608695;453059482
Bokken;Laakdal;2020;Antwerpen;23;19;82.6086956521739;453059482
Bokken;Laakdal;2021;Antwerpen;20;19;95;453059482
Bokken;Laakdal;2022;Antwerpen;20;18;90;453059482
Bokken;Land van Aalst;2005;Oost-Vlaanderen;1;0;0;449226301
Bokken;Land van Aalst;2006;Oost-Vlaanderen;3;3;100;449226301
Bokken;Land van Aalst;2007;Oost-Vlaanderen;5;4;80;449226301
Bokken;Land van Aalst;2008;Oost-Vlaanderen;6;0;0;449226301
Bokken;Land van Aalst;2009;Oost-Vlaanderen;2;2;100;449226301
