OBJECTID;ID;FEATTYP;ORDER01;ORDER02;ORDER07;ORDER08;NAME;POPCLASS;POP;SHAPE_Leng;SHAPE_Area
231;10560032003600,00000000000;1119;VG;20;24;24130;Zoutleeuw;6;7804,00000000000;44237,24861460000;46706259,77540000000
232;10560032003300,00000000000;1119;VG;20;23;23105;Affligem;5;11723,00000000000;20912,04699250000;17875388,29830000000
233;10560032003300,00000000000;1119;VG;20;23;23003;Beersel;5;22746,00000000000;32765,83712710000;30400413,57310000000
234;10560032003300,00000000000;1119;VG;20;24;24008;Bekkevoort;6;5686,00000000000;37543,69288620000;37150861,70960000000
235;10560032003300,00000000000;1119;VG;20;23;23009;Bever;6;1925,00000000000;22937,61419850000;19288202,74960000000
236;10560032003300,00000000000;1119;VG;20;24;24014;Boortmeerbeek;5;11355,00000000000;25810,37560400000;18885780,84190000000
237;10560032003300,00000000000;1119;VG;20;24;24020;Diest;5;21637,00000000000;49162,21473980000;58411315,53510000000
238;10560032003300,00000000000;1119;VG;20;23;23098;Drogenbos;6;4710,00000000000;12697,58086910000;2564682,31425000000
239;10560032003300,00000000000;1119;VG;20;24;24028;Geetbets;6;5704,00000000000;31020,65385000000;35602338,51860000000
240;10560032003400,00000000000;1119;VG;20;23;23024;Gooik;6;8748,00000000000;34219,87306530000;40189125,56800000000
241;10560032003400,00000000000;1119;VG;20;24;24033;Haacht;5;12889,00000000000;32296,06622870000;30641123,06930000000
242;10560032003400,00000000000;1119;VG;20;24;24038;Herent;5;18760,00000000000;29756,45225960000;32883958,83660000000
243;10560032003400,00000000000;1119;VG;20;24;24041;Hoegaarden;6;5991,00000000000;37880,62468440000;34124345,07780000000
244;10560032003400,00000000000;1119;VG;20;24;24043;Holsbeek;6;8718,00000000000;37778,78606500000;38847459,51270000000
245;10560032003400,00000000000;1119;VG;20;23;23038;Kampenhout;5;10646,00000000000;32402,68237590000;33652272,05900000000
246;10560032003400,00000000000;1119;VG;20;24;24048;Keerbergen;5;11688,00000000000;22832,36342040000;18508031,42810000000
247;10560032003400,00000000000;1119;VG;20;24;24055;Kortenberg;5;17027,00000000000;32059,99134240000;34893152,32390000000
248;10560032003400,00000000000;1119;VG;20;24;24059;Landen;5;14324,00000000000;43661,29995930000;53061739,50310000000
249;10560032003400,00000000000;1119;VG;20;24;24062;Leuven;4;87789,00000000000;58383,37596360000;57327127,88320000000
250;10560032003400,00000000000;1119;VG;20;23;23100;Linkebeek;6;4628,00000000000;11094,25453540000;4189278,78285000000
251;10560032003400,00000000000;1119;VG;20;23;23045;Londerzeel;5;17269,00000000000;29676,97386610000;36588290,78590000000
252;10560032003500,00000000000;1119;VG;20;23;23047;Machelen;5;11677,00000000000;16743,77221370000;11483995,71480000000
253;10560032003500,00000000000;1119;VG;20;23;23052;Merchtem;5;13984,00000000000;43347,69147100000;36932157,43800000000
254;10560032003500,00000000000;1119;VG;20;24;24086;Oud-Heverlee;5;10375,00000000000;39884,13636840000;31196772,26220000000
255;10560032003500,00000000000;1119;VG;20;23;23064;Pepingen;6;4129,00000000000;47527,78270530000;36048333,88490000000
256;10560032003500,00000000000;1119;VG;20;24;24094;Rotselaar;5;14561,00000000000;37076,82630660000;37186895,77360000000
257;10560032003500,00000000000;1119;VG;20;23;23101;Sint-Genesius-Rode;5;18036,00000000000;34294,34103330000;22714770,61270000000
258;10560032003500,00000000000;1119;VG;20;23;23081;Steenokkerzeel;5;10273,00000000000;28242,69025900000;23610622,27880000000
259;10560032003500,00000000000;1119;VG;20;24;24104;Tervuren;5;20151,00000000000;38841,34952410000;33211435,08540000000
260;10560032003500,00000000000;1119;VG;20;24;24107;Tienen;5;31480,00000000000;52358,71866660000;72902316,30760000000
261;10560032003600,00000000000;1119;VG;20;23;23088;Vilvoorde;5;34108,00000000000;32809,26474480000;21602452,92290000000
262;10560032003600,00000000000;1119;VG;20;23;23103;Wezembeek-Oppem;5;13681,00000000000;13412,53065690000;6833412,41900000000
263;10560032003600,00000000000;1119;VG;20;23;23096;Zemst;5;20434,00000000000;44169,47781340000;43228827,72220000000
264;10560032003300,00000000000;1119;VG;3;38;38002;Alveringem;6;4749,00000000000;64258,44379080000;80487377,63020000000
265;10560032003300,00000000000;1119;VG;3;37;37020;Ardooie;6;9509,00000000000;28110,60020860000;34966111,00950000000
266;10560032003300,00000000000;1119;VG;3;31;31003;Beernem;5;14504,00000000000;45878,34391480000;72521840,40840000000
267;10560032003300,00000000000;1119;VG;3;35;35002;Bredene;5;13872,00000000000;19413,31525400000;12969501,73860000000
268;10560032003300,00000000000;1119;VG;3;31;31006;Damme;5;10894,00000000000;50818,86745030000;90482685,87240000000
269;10560032003300,00000000000;1119;VG;3;35;35029;De Haan;5;11242,00000000000;39512,72009990000;42033950,60660000000
270;10560032003300,00000000000;1119;VG;3;38;38008;De Panne;6;9993,00000000000;22969,65900650000;24286142,60280000000
271;10560032003400,00000000000;1119;VG;3;35;35005;Gistel;5;11012,00000000000;36617,11602740000;42697778,37350000000
272;10560032003400,00000000000;1119;VG;3;33;33039;Heuvelland;6;8468,00000000000;70076,27560980000;94964283,02940000000
273;10560032003400,00000000000;1119;VG;3;32;32006;Houthulst;6;8935,00000000000;40250,45615010000;56079149,38400000000
274;10560032003400,00000000000;1119;VG;3;33;33011;Ieper;5;35125,00000000000;72361,88842250000;131362262,79300000000
275;10560032003400,00000000000;1119;VG;3;36;36008;Izegem;5;26497,00000000000;24325,32562520000;25633486,07990000000
276;10560032003400,00000000000;1119;VG;3;31;31043;Knokke-Heist;5;32771,00000000000;34897,92406460000;56904940,52080000000
277;10560032003400,00000000000;1119;VG;3;38;38014;Koksijde;5;19395,00000000000;35619,55850910000;45170148,99250000000
278;10560032003400,00000000000;1119;VG;3;34;34022;Kortrijk;4;75626,00000000000;59164,10748440000;80735376,39560000000
279;10560032003400,00000000000;1119;VG;3;33;33040;Langemark-Poelkapelle;6;7642,00000000000;37327,39196620000;53245384,03330000000
280;10560032003400,00000000000;1119;VG;3;34;34025;Lendelede;6;5480,00000000000;17139,27843650000;13329494,03610000000
281;10560032003400,00000000000;1119;VG;3;32;32030;Lo-Reninge;6;3210,00000000000;52439,45353800000;63405228,32520000000
282;10560032003500,00000000000;1119;VG;3;33;33016;Mesen;6;977,00000000000;10211,41129780000;3545281,46575000000
283;10560032003500,00000000000;1119;VG;3;35;35011;Middelkerke;5;16427,00000000000;49626,64195990000;75915722,37760000000
284;10560032003500,00000000000;1119;VG;3;38;38016;Nieuwpoort;5;10230,00000000000;35086,31630140000;31372521,85020000000
285;10560032003500,00000000000;1119;VG;3;31;31022;Oostkamp;5;21150,00000000000;54678,91006580000;80182051,21130000000
286;10560032003500,00000000000;1119;VG;3;35;35014;Oudenburg;6;8665,00000000000;37176,11898150000;35658822,91280000000
287;10560032003500,00000000000;1119;VG;3;33;33021;Poperinge;5;19235,00000000000;71809,47529780000;120314752,22500000000
288;10560032003500,00000000000;1119;VG;3;37;37012;Ruiselede;6;5103,00000000000;33061,56135800000;30614915,67720000000
289;10560032003500,00000000000;1119;VG;3;36;36019;Staden;5;11033,00000000000;35215,99054790000;46778471,21280000000
290;10560032003500,00000000000;1119;VG;3;31;31033;Torhout;5;18694,00000000000;35830,98276300000;45328450,57920000000
291;10560032003600,00000000000;1119;VG;3;33;33041;Vleteren;6;3610,00000000000;36324,04582170000;38603431,79070000000
292;10560032003600,00000000000;1119;VG;3;33;33029;Wervik;5;17900,00000000000;34563,24305450000;43813066,60150000000
293;10560032003600,00000000000;1119;VG;3;37;37017;Wielsbeke;6;8515,00000000000;32464,96794220000;21087607,30720000000
294;10560032003600,00000000000;1119;VG;3;31;31040;Zedelgem;5;21926,00000000000;39917,59566200000;60680258,38100000000
295;10560032003600,00000000000;1119;VG;3;31;31042;Zuienkerke;6;2768,00000000000;42777,11898070000;49063160,35500000000
296;10560032003300,00000000000;1119;VG;3;34;34002;Anzegem;5;13600,00000000000;34945,19807510000;42371581,69840000000
297;10560032003300,00000000000;1119;VG;3;34;34003;Avelgem;6;9114,00000000000;35427,83479100000;22064378,13330000000
298;10560032003300,00000000000;1119;VG;3;31;31004;Blankenberge;5;17458,00000000000;20236,26225690000;17765407,68910000000
299;10560032003300,00000000000;1119;VG;3;31;31005;Brugge;3;115812,00000000000;79772,15289150000;139250457,31100000000
300;10560032003300,00000000000;1119;VG;3;34;34009;Deerlijk;5;11390,00000000000;20587,83066570000;16878160,77470000000
301;10560032003300,00000000000;1119;VG;3;37;37002;Dentergem;6;7778,00000000000;36072,47329980000;26173774,51170000000
302;10560032003300,00000000000;1119;VG;3;32;32003;Diksmuide;5;15245,00000000000;61809,41362060000;150647131,83800000000
303;10560032003400,00000000000;1119;VG;3;34;34013;Harelbeke;5;26333,00000000000;32933,24551170000;29421922,72060000000
304;10560032003400,00000000000;1119;VG;3;36;36006;Hooglede;6;9717,00000000000;29285,78540920000;38085192,30800000000
305;10560032003400,00000000000;1119;VG;3;35;35006;Ichtegem;5;13174,00000000000;36636,27830980000;45708092,95370000000
306;10560032003400,00000000000;1119;VG;3;36;36007;Ingelmunster;5;10701,00000000000;20883,92915880000;16389181,71690000000
307;10560032003400,00000000000;1119;VG;3;31;31012;Jabbeke;5;13529,00000000000;37560,50438970000;53691766,21650000000
308;10560032003400,00000000000;1119;VG;3;32;32010;Koekelare;6;8206,00000000000;36543,31323630000;39525605,22480000000
309;10560032003400,00000000000;1119;VG;3;32;32011;Kortemark;5;12212,00000000000;39558,85362820000;55530051,26270000000
310;10560032003400,00000000000;1119;VG;3;34;34023;Kuurne;5;12845,00000000000;15909,19653960000;10153631,30080000000
311;10560032003400,00000000000;1119;VG;3;36;36010;Ledegem;6;9347,00000000000;25321,60687630000;24827233,66840000000
312;10560032003400,00000000000;1119;VG;3;36;36011;Lichtervelde;6;8331,00000000000;26651,95740100000;26117970,10940000000
313;10560032003500,00000000000;1119;VG;3;34;34027;Menen;5;32205,00000000000;40136,64203690000;33132491,20560000000
314;10560032003500,00000000000;1119;VG;3;37;37007;Meulebeke;5;11009,00000000000;27871,16742810000;29487979,66790000000
315;10560032003500,00000000000;1119;VG;3;36;36012;Moorslede;5;10760,00000000000;32914,41505750000;35500977,78370000000
316;10560032003500,00000000000;1119;VG;3;35;35013;Oostende;4;67593,00000000000;35447,89553430000;38659269,89480000000
317;10560032003500,00000000000;1119;VG;3;37;37010;Oostrozebeke;6;7243,00000000000;24422,86564670000;16731162,26840000000
318;10560032003500,00000000000;1119;VG;3;37;37011;Pittem;6;6610,00000000000;27452,27963800000;34618666,36310000000
319;10560032003500,00000000000;1119;VG;3;36;36015;Roeselare;4;53821,00000000000;39722,35656290000;60372765,26680000000
320;10560032003500,00000000000;1119;VG;3;34;34043;Spiere-Helkijn;6;1874,00000000000;19034,61313680000;10876271,89130000000
321;10560032003500,00000000000;1119;VG;3;37;37015;Tielt;5;19240,00000000000;44383,55101030000;68875379,49890000000
322;10560032003600,00000000000;1119;VG;3;38;38025;Veurne;5;11744,00000000000;56889,56346590000;97128032,48540000000
323;10560032003600,00000000000;1119;VG;3;34;34040;Waregem;5;35750,00000000000;39813,83574460000;45413259,96990000000
324;10560032003600,00000000000;1119;VG;3;34;34041;Wevelgem;5;31267,00000000000;34482,61206940000;39126018,08190000000
325;10560032003600,00000000000;1119;VG;3;37;37018;Wingene;5;12424,00000000000;48587,58285160000;68541380,02110000000
326;10560032003600,00000000000;1119;VG;3;33;33037;Zonnebeke;5;11475,00000000000;50740,02165640000;68088960,34820000000
327;10560032003600,00000000000;1119;VG;3;34;34042;Zwevegem;5;23324,00000000000;43503,32140020000;63692921,45870000000
