"afschotjaar","gemeente_afschot_locatie","UTM5","aantal","wildsoort","dataSource"
2021,"Hamont-Achel","FS78A",1,"Wild zwijn","waarnemingen.be"
2021,"Hamont-Achel","FS78A",1,"Wild zwijn","waarnemingen.be"
2022,"Hamont-Achel","FS78A",1,"Wild zwijn","waarnemingen.be"
2014,"Hamont-Achel","FS78B",1,"Wild zwijn","waarnemingen.be"
2015,"Hamont-Achel","FS78C",1,"Wild zwijn","waarnemingen.be"
2016,"Hamont-Achel","FS78C",1,"Wild zwijn","waarnemingen.be"
2017,"Hamont-Achel","FS78C",1,"Wild zwijn","waarnemingen.be"
2017,"Hamont-Achel","FS78C",1,"Wild zwijn","waarnemingen.be"
2017,"Hamont-Achel","FS78C",1,"Wild zwijn","waarnemingen.be"
2019,"Hamont-Achel","FS78C",1,"Wild zwijn","waarnemingen.be"
2020,"Hamont-Achel","FS78C",1,"Wild zwijn","waarnemingen.be"
2020,"Hamont-Achel","FS78C",1,"Wild zwijn","waarnemingen.be"
2020,"Hamont-Achel","FS78C",1,"Wild zwijn","waarnemingen.be"
2020,"Hamont-Achel","FS78C",1,"Wild zwijn","waarnemingen.be"
2017,"Hamont-Achel","FS78C",1,"Wild zwijn","waarnemingen.be"
2020,"Hamont-Achel","FS78C",1,"Wild zwijn","waarnemingen.be"
2021,"Hamont-Achel","FS78C",2,"Wild zwijn","waarnemingen.be"
2022,"Hamont-Achel","FS78C",1,"Wild zwijn","waarnemingen.be"
2018,"Hamont-Achel","FS78D",1,"Wild zwijn","waarnemingen.be"
2015,"Hamont-Achel","FS78D",1,"Wild zwijn","waarnemingen.be"
2021,"Hamont-Achel","FS78D",5,"Wild zwijn","waarnemingen.be"
2016,"Leuven","FS13B",1,"Wild zwijn","waarnemingen.be"
2019,"Leuven","FS13B",1,"Wild zwijn","waarnemingen.be"
2013,"Leuven","FS13D",3,"Wild zwijn","waarnemingen.be"
2020,"Leuven","FS13D",1,"Wild zwijn","waarnemingen.be"
2021,"Leuven","FS13D",1,"Wild zwijn","waarnemingen.be"
2021,"Leuven","FS13D",1,"Wild zwijn","waarnemingen.be"
2021,"Leuven","FS13D",1,"Wild zwijn","waarnemingen.be"
2022,"Leuven","FS13D",1,"Wild zwijn","waarnemingen.be"
2022,"Leuven","FS13D",1,"Wild zwijn","waarnemingen.be"
2022,"Leuven","FS13D",1,"Wild zwijn","waarnemingen.be"
2022,"Leuven","FS13D",5,"Wild zwijn","waarnemingen.be"
2021,"Leuven","FS23A",1,"Wild zwijn","waarnemingen.be"
2021,"Kluisbergen","ES32B",1,"Wild zwijn","waarnemingen.be"
2016,"Kluisbergen","ES32D",1,"Wild zwijn","waarnemingen.be"
2017,"Maaseik","FS86B",6,"Wild zwijn","waarnemingen.be"
2018,"Maaseik","FS86B",1,"Wild zwijn","waarnemingen.be"
2011,"Maaseik","FS86D",1,"Wild zwijn","waarnemingen.be"
2012,"Maaseik","FS86D",1,"Wild zwijn","waarnemingen.be"
2013,"Maaseik","FS86D",2,"Wild zwijn","waarnemingen.be"
2013,"Maaseik","FS86D",2,"Wild zwijn","waarnemingen.be"
2013,"Maaseik","FS86D",1,"Wild zwijn","waarnemingen.be"
2014,"Maaseik","FS86D",2,"Wild zwijn","waarnemingen.be"
2016,"Maaseik","FS86D",8,"Wild zwijn","waarnemingen.be"
2017,"Maaseik","FS86D",6,"Wild zwijn","waarnemingen.be"
2017,"Maaseik","FS86D",1,"Wild zwijn","waarnemingen.be"
2018,"Maaseik","FS86D",9,"Wild zwijn","waarnemingen.be"
2018,"Maaseik","FS86D",5,"Wild zwijn","waarnemingen.be"
2015,"Maaseik","FS86D",1,"Wild zwijn","waarnemingen.be"
2021,"Maaseik","FS86D",1,"Wild zwijn","waarnemingen.be"
2021,"Maaseik","FS86D",1,"Wild zwijn","waarnemingen.be"
2021,"Maaseik","FS86D",7,"Wild zwijn","waarnemingen.be"
2021,"Maaseik","FS86D",4,"Wild zwijn","waarnemingen.be"
2012,"Maaseik","FS96A",1,"Wild zwijn","waarnemingen.be"
2014,"Maaseik","FS96A",1,"Wild zwijn","waarnemingen.be"
2014,"Maaseik","FS96A",5,"Wild zwijn","waarnemingen.be"
2017,"Maaseik","FS96A",8,"Wild zwijn","waarnemingen.be"
2020,"Maaseik","FS96A",1,"Wild zwijn","waarnemingen.be"
2020,"Maaseik","FS96A",1,"Wild zwijn","waarnemingen.be"
2020,"Maaseik","FS96A",1,"Wild zwijn","waarnemingen.be"
2015,"Maaseik","FS96A",1,"Wild zwijn","waarnemingen.be"
2021,"Maaseik","FS96A",2,"Wild zwijn","waarnemingen.be"
2021,"Maaseik","FS96A",6,"Wild zwijn","waarnemingen.be"
2012,"Maaseik","FS96C",1,"Wild zwijn","waarnemingen.be"
2017,"Maaseik","FS96C",1,"Wild zwijn","waarnemingen.be"
2021,"Maaseik","FS96C",1,"Wild zwijn","waarnemingen.be"
2022,"Maaseik","FS96C",1,"Wild zwijn","waarnemingen.be"
2020,"Bree","FS87C",1,"Wild zwijn","waarnemingen.be"
2013,"Bree","FS87D",1,"Wild zwijn","waarnemingen.be"
2014,"Bree","FS87D",7,"Wild zwijn","waarnemingen.be"
2015,"Bree","FS87D",6,"Wild zwijn","waarnemingen.be"
2017,"Bree","FS87D",1,"Wild zwijn","waarnemingen.be"
2017,"Bree","FS87D",1,"Wild zwijn","waarnemingen.be"
2018,"Bree","FS87D",1,"Wild zwijn","waarnemingen.be"
2018,"Bree","FS87D",1,"Wild zwijn","waarnemingen.be"
2018,"Bree","FS87D",5,"Wild zwijn","waarnemingen.be"
2018,"Bree","FS87D",3,"Wild zwijn","waarnemingen.be"
2018,"Bree","FS87D",2,"Wild zwijn","waarnemingen.be"
2019,"Bree","FS87D",1,"Wild zwijn","waarnemingen.be"
2022,"Bree","FS87D",4,"Wild zwijn","waarnemingen.be"
2022,"Bree","FS87D",3,"Wild zwijn","waarnemingen.be"
2022,"Bree","FS87D",1,"Wild zwijn","waarnemingen.be"
2022,"Bree","FS87D",9,"Wild zwijn","waarnemingen.be"
2022,"Bree","FS87D",1,"Wild zwijn","waarnemingen.be"
2022,"Bree","FS87D",9,"Wild zwijn","waarnemingen.be"
2022,"Bree","FS87D",11,"Wild zwijn","waarnemingen.be"
2022,"Bree","FS87D",6,"Wild zwijn","waarnemingen.be"
2012,"Mol","FS47A",1,"Wild zwijn","waarnemingen.be"
2013,"Mol","FS47A",1,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS47D",1,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS47D",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS47D",1,"Wild zwijn","waarnemingen.be"
2022,"Mol","FS47D",2,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS48B",8,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS48D",1,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS48D",5,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS48D",1,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS57A",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS57A",1,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS57A",1,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS57A",2,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS57A",1,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS57A",1,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS57A",1,"Wild zwijn","waarnemingen.be"
2022,"Mol","FS57A",1,"Wild zwijn","waarnemingen.be"
2022,"Mol","FS57A",1,"Wild zwijn","waarnemingen.be"
2022,"Mol","FS57A",1,"Wild zwijn","waarnemingen.be"
2022,"Mol","FS57A",6,"Wild zwijn","waarnemingen.be"
2022,"Mol","FS57A",4,"Wild zwijn","waarnemingen.be"
2022,"Mol","FS57A",1,"Wild zwijn","waarnemingen.be"
2022,"Mol","FS57A",2,"Wild zwijn","waarnemingen.be"
2013,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2015,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2015,"Mol","FS58A",2,"Wild zwijn","waarnemingen.be"
2015,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2020,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2022,"Mol","FS58A",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58B",1,"Wild zwijn","waarnemingen.be"
2020,"Mol","FS58B",1,"Wild zwijn","waarnemingen.be"
2020,"Mol","FS58B",1,"Wild zwijn","waarnemingen.be"
2013,"Mol","FS58C",10,"Wild zwijn","waarnemingen.be"
2013,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2013,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2013,"Mol","FS58C",2,"Wild zwijn","waarnemingen.be"
2013,"Mol","FS58C",2,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58C",3,"Wild zwijn","waarnemingen.be"
2015,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS58C",16,"Wild zwijn","waarnemingen.be"
2015,"Mol","FS58C",6,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS58C",5,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS58C",3,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",4,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",9,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",5,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",2,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",2,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",4,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",6,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",4,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",10,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",4,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",4,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",2,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",4,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58C",2,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58C",6,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",3,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",7,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",3,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",4,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",8,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",4,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",6,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",2,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",3,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",4,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",4,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",5,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",6,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",3,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",2,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",3,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",5,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",6,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58C",6,"Wild zwijn","waarnemingen.be"
2020,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2020,"Mol","FS58C",8,"Wild zwijn","waarnemingen.be"
2020,"Mol","FS58C",8,"Wild zwijn","waarnemingen.be"
2020,"Mol","FS58C",2,"Wild zwijn","waarnemingen.be"
2020,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2020,"Mol","FS58C",6,"Wild zwijn","waarnemingen.be"
2020,"Mol","FS58C",6,"Wild zwijn","waarnemingen.be"
2020,"Mol","FS58C",5,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2015,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2015,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS58C",2,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2018,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2014,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2016,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2017,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2015,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2020,"Mol","FS58C",8,"Wild zwijn","waarnemingen.be"
2020,"Mol","FS58C",10,"Wild zwijn","waarnemingen.be"
2020,"Mol","FS58C",10,"Wild zwijn","waarnemingen.be"
2020,"Mol","FS58C",4,"Wild zwijn","waarnemingen.be"
2020,"Mol","FS58C",9,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",2,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",2,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",2,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",2,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",3,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",2,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",2,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",3,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2021,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2022,"Mol","FS58C",2,"Wild zwijn","waarnemingen.be"
2022,"Mol","FS58C",2,"Wild zwijn","waarnemingen.be"
2022,"Mol","FS58C",1,"Wild zwijn","waarnemingen.be"
2019,"Mol","FS58D",1,"Wild zwijn","waarnemingen.be"
2020,"Mol","FS58D",1,"Wild zwijn","waarnemingen.be"
2020,"Hechtel-Eksel","FS56B",1,"Wild zwijn","waarnemingen.be"
2021,"Hechtel-Eksel","FS56B",1,"Wild zwijn","waarnemingen.be"
2021,"Hechtel-Eksel","FS56B",1,"Wild zwijn","waarnemingen.be"
2021,"Hechtel-Eksel","FS56B",1,"Wild zwijn","waarnemingen.be"
2022,"Hechtel-Eksel","FS56B",1,"Wild zwijn","waarnemingen.be"
2014,"Hechtel-Eksel","FS66A",4,"Wild zwijn","waarnemingen.be"
2015,"Hechtel-Eksel","FS66A",9,"Wild zwijn","waarnemingen.be"
2015,"Hechtel-Eksel","FS66A",3,"Wild zwijn","waarnemingen.be"
2016,"Hechtel-Eksel","FS66A",1,"Wild zwijn","waarnemingen.be"
2016,"Hechtel-Eksel","FS66A",5,"Wild zwijn","waarnemingen.be"
2017,"Hechtel-Eksel","FS66A",4,"Wild zwijn","waarnemingen.be"
2019,"Hechtel-Eksel","FS66A",1,"Wild zwijn","waarnemingen.be"
2020,"Hechtel-Eksel","FS66A",3,"Wild zwijn","waarnemingen.be"
2018,"Hechtel-Eksel","FS66A",1,"Wild zwijn","waarnemingen.be"
2021,"Hechtel-Eksel","FS66A",1,"Wild zwijn","waarnemingen.be"
2021,"Hechtel-Eksel","FS66A",1,"Wild zwijn","waarnemingen.be"
2018,"Hechtel-Eksel","FS66B",1,"Wild zwijn","waarnemingen.be"
2020,"Hechtel-Eksel","FS66B",1,"Wild zwijn","waarnemingen.be"
2018,"Hechtel-Eksel","FS66B",1,"Wild zwijn","waarnemingen.be"
2013,"Hechtel-Eksel","FS66C",9,"Wild zwijn","waarnemingen.be"
2017,"Hechtel-Eksel","FS66C",1,"Wild zwijn","waarnemingen.be"
2017,"Hechtel-Eksel","FS66C",1,"Wild zwijn","waarnemingen.be"
2017,"Hechtel-Eksel","FS66C",10,"Wild zwijn","waarnemingen.be"
2018,"Hechtel-Eksel","FS66C",1,"Wild zwijn","waarnemingen.be"
2018,"Hechtel-Eksel","FS66C",1,"Wild zwijn","waarnemingen.be"
2018,"Hechtel-Eksel","FS66C",1,"Wild zwijn","waarnemingen.be"
2018,"Hechtel-Eksel","FS66C",2,"Wild zwijn","waarnemingen.be"
2019,"Hechtel-Eksel","FS66C",10,"Wild zwijn","waarnemingen.be"
2019,"Hechtel-Eksel","FS66C",1,"Wild zwijn","waarnemingen.be"
2019,"Hechtel-Eksel","FS66C",1,"Wild zwijn","waarnemingen.be"
2019,"Hechtel-Eksel","FS66C",1,"Wild zwijn","waarnemingen.be"
2020,"Hechtel-Eksel","FS66C",7,"Wild zwijn","waarnemingen.be"
2021,"Hechtel-Eksel","FS66C",1,"Wild zwijn","waarnemingen.be"
2021,"Hechtel-Eksel","FS66C",6,"Wild zwijn","waarnemingen.be"
2022,"Hechtel-Eksel","FS66C",1,"Wild zwijn","waarnemingen.be"
2022,"Hechtel-Eksel","FS66C",3,"Wild zwijn","waarnemingen.be"
2010,"Hechtel-Eksel","FS66D",3,"Wild zwijn","waarnemingen.be"
2014,"Hechtel-Eksel","FS66D",1,"Wild zwijn","waarnemingen.be"
2016,"Hechtel-Eksel","FS66D",1,"Wild zwijn","waarnemingen.be"
2016,"Hechtel-Eksel","FS66D",1,"Wild zwijn","waarnemingen.be"
2017,"Hechtel-Eksel","FS66D",1,"Wild zwijn","waarnemingen.be"
2017,"Hechtel-Eksel","FS66D",7,"Wild zwijn","waarnemingen.be"
2017,"Hechtel-Eksel","FS66D",1,"Wild zwijn","waarnemingen.be"
2018,"Hechtel-Eksel","FS66D",1,"Wild zwijn","waarnemingen.be"
2018,"Hechtel-Eksel","FS66D",1,"Wild zwijn","waarnemingen.be"
2018,"Hechtel-Eksel","FS66D",1,"Wild zwijn","waarnemingen.be"
2019,"Hechtel-Eksel","FS66D",1,"Wild zwijn","waarnemingen.be"
2019,"Hechtel-Eksel","FS66D",5,"Wild zwijn","waarnemingen.be"
2019,"Hechtel-Eksel","FS66D",1,"Wild zwijn","waarnemingen.be"
2020,"Hechtel-Eksel","FS66D",1,"Wild zwijn","waarnemingen.be"
2020,"Hechtel-Eksel","FS66D",2,"Wild zwijn","waarnemingen.be"
2020,"Hechtel-Eksel","FS66D",1,"Wild zwijn","waarnemingen.be"
2021,"Hechtel-Eksel","FS66D",1,"Wild zwijn","waarnemingen.be"
2021,"Hechtel-Eksel","FS66D",1,"Wild zwijn","waarnemingen.be"
2021,"Hechtel-Eksel","FS66D",2,"Wild zwijn","waarnemingen.be"
2015,"Hechtel-Eksel","FS67C",1,"Wild zwijn","waarnemingen.be"
2015,"Hechtel-Eksel","FS67C",1,"Wild zwijn","waarnemingen.be"
2019,"Hechtel-Eksel","FS67C",1,"Wild zwijn","waarnemingen.be"
2019,"Hechtel-Eksel","FS67C",1,"Wild zwijn","waarnemingen.be"
2020,"Hechtel-Eksel","FS67C",1,"Wild zwijn","waarnemingen.be"
2020,"Hechtel-Eksel","FS67C",3,"Wild zwijn","waarnemingen.be"
2015,"Hechtel-Eksel","FS67C",1,"Wild zwijn","waarnemingen.be"
2017,"Hechtel-Eksel","FS67C",1,"Wild zwijn","waarnemingen.be"
2021,"Hechtel-Eksel","FS67C",10,"Wild zwijn","waarnemingen.be"
2020,"Hechtel-Eksel","FS67D",1,"Wild zwijn","waarnemingen.be"
2017,"Hechtel-Eksel","FS67D",1,"Wild zwijn","waarnemingen.be"
2018,"Hechtel-Eksel","FS67D",1,"Wild zwijn","waarnemingen.be"
2018,"Hechtel-Eksel","FS67D",1,"Wild zwijn","waarnemingen.be"
2016,"Hechtel-Eksel","FS67D",1,"Wild zwijn","waarnemingen.be"
2021,"Hechtel-Eksel","FS67D",2,"Wild zwijn","waarnemingen.be"
2018,"Hechtel-Eksel","FS77C",1,"Wild zwijn","waarnemingen.be"
2020,"Hechtel-Eksel","FS77C",1,"Wild zwijn","waarnemingen.be"
2015,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2015,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2015,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2016,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2016,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2016,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2016,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2016,"Zonhoven","FS64A",9,"Wild zwijn","waarnemingen.be"
2016,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2016,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2016,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2017,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2017,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2017,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS64A",2,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS64A",6,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2019,"Zonhoven","FS64A",12,"Wild zwijn","waarnemingen.be"
2019,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2019,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2020,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2021,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2022,"Zonhoven","FS64A",1,"Wild zwijn","waarnemingen.be"
2022,"Zonhoven","FS64A",5,"Wild zwijn","waarnemingen.be"
2014,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2014,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2014,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2015,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2015,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2015,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2015,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2016,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
