"ID";"wildsoort";"postcode_afschot_locatie";"gemeente_afschot_locatie";"provincie";"afschotjaar"
85084;"Ree";3050;"";"Vlaams-Brabant";2007
85085;"Ree";2381;"RAVELS";"Antwerpen";2012
85086;"Ree";2820;"BONHEIDEN";"Antwerpen";2014
85087;"Ree";3530;"Achel";"Limburg";2004
85088;"Ree";3210;"LUBBEEK";"Vlaams-Brabant";2016
85089;"Ree";3220;"HOLSBEEK";"Vlaams-Brabant";2015
85090;"Ree";3210;"LUBBEEK";"Vlaams-Brabant";2018
85091;"Wild zwijn";3990;"PEER";"Limburg";2014
85092;"Ree";2490;"BALEN";"Antwerpen";2017
85093;"Wild zwijn";3630;"MAASMECHELEN";"Limburg";2014
85094;"Wild zwijn";2400;"MOL";"Antwerpen";2015
85095;"Ree";2880;"BORNEM";"Antwerpen";2017
85096;"Ree";3950;"Bochelt";"Limburg";2012
85097;"Ree";3790;"VOEREN";"Voeren";2017
85098;"Ree";3980;"Maaseik";"Limburg";2011
85099;"Ree";2360;"OUD-TURNHOUT";"Antwerpen";2019
85100;"Wild zwijn";3650;NA;"Limburg";2012
85101;"Ree";3920;"LOMMEL";"Limburg";2017
85102;"Ree";3470;"Kortenaken";"Vlaams-Brabant";2003
85103;"Ree";2470;"Retie";"Antwerpen";2004
85104;"Ree";2390;"MALLE";"Antwerpen";2015
85105;"Ree";2360;"Kessel";"Antwerpen";2003
85106;"Ree";8900;"IEPER";"West-Vlaanderen";2019
85107;"Ree";3680;"MAASEIK";"Limburg";2019
85108;"Ree";3980;"TESSENDERLO";"Limburg";2017
85109;"Ree";2380;"RAVELS";"Antwerpen";2016
85110;"Ree";2880;"BORNEM";"Antwerpen";2018
85111;"Ree";NA;NA;"Limburg";2014
85112;"Ree";2440;"GEEL";"Antwerpen";2007
85113;"Ree";NA;NA;"Limburg";2014
85114;"Ree";3272;"Averbode";"Vlaams-Brabant";2011
85115;"Ree";2560;"BEVEL";"Antwerpen";2009
85116;"Ree";2980;"Hal";"Antwerpen";2011
85117;"Ree";2323;"";"Antwerpen";2009
85118;"Ree";3690;"ZUTENDAAL";"Limburg";2015
85119;"Ree";3690;"Bree";"Limburg";2008
85120;"Ree";3945;"Ham";"Limburg";2005
85121;"Ree";3680;"0poeteren";"Limburg";2005
85122;"Ree";3200;"AARSCHOT";"Vlaams-Brabant";2017
85123;"Wild zwijn";NA;NA;"Limburg";2017
85124;"Ree";3790;"Diepenbeek";"Voeren";2013
85125;"Ree";2450;"MEERHOUT";"Antwerpen";2014
85126;"Ree";2960;"BRECHT";"Antwerpen";2015
85127;"Ree";3640;"Gellik";"Limburg";2005
85128;"Ree";2235;"Hilshout";"Antwerpen";2004
85129;"Ree";3800;"Binderveld";"Limburg";2008
85130;"Ree";3945;"Ham";"Limburg";2004
85131;"Ree";3990;"Opgrimbie";"Limburg";2012
85132;"Ree";2440;"GEEL";"Antwerpen";2014
85133;"Wild zwijn";3550;"HEUSDEN-ZOLDER";"Limburg";2018
85134;"Ree";2970;"Schilde";"Antwerpen";2010
85135;"Ree";3440;"Halle-Booienhoven";"Vlaams-Brabant";2011
85136;"Ree";3640;"Gellik";"Limburg";2012
85137;"Wild zwijn";3590;"DIEPENBEEK";"Limburg";2016
85138;"Ree";3790;"Diepenbeek";"Voeren";2006
85139;"Ree";3930;"Achel";"Limburg";2006
85140;"Ree";2990;"LOENHOUT";"Antwerpen";2012
85141;"Ree";2300;"OUD-TURNHOUT";"Antwerpen";2012
85142;"Ree";3545;"Halen";"Limburg";2008
85143;"Wild zwijn";3740;"BILZEN";"Limburg";2018
85144;"Ree";2370;"Arendonk";"Antwerpen";2008
85145;"Ree";3800;"SINT-TRUIDEN";"Limburg";2015
85146;"Ree";3690;"ZUTENDAAL";"Limburg";2014
85147;"Ree";3870;"HEERS";"Limburg";2017
85148;"Ree";3690;"Bree";"Limburg";2008
85149;"Ree";3590;"Diepenbeek";"Limburg";2012
85150;"Ree";9880;"AALTER";"Oost-Vlaanderen";2018
85151;"Ree";9100;"SINT-NIKLAAS";"Oost-Vlaanderen";2014
85152;"Ree";3960;"BREE";"Limburg";2014
85153;"Ree";2920;"ESSEN";"Antwerpen";2002
85154;"Ree";3980;"TESSENDERLO";"Limburg";2015
85155;"Ree";2440;"GEEL";"Antwerpen";2017
85156;"Wild zwijn";8210;NA;"West-Vlaanderen";2012
85157;"Ree";3950;"Bochelt";"Limburg";2006
85158;"Ree";NA;NA;"Limburg";2016
85159;"Ree";3680;"0poeteren";"Limburg";2009
85160;"Ree";1910;"Kampenhout";"Vlaams-Brabant";2013
85161;"Ree";2380;"RAVELS";"Antwerpen";2017
85162;"Ree";2500;"LIER";"Antwerpen";2017
85163;"Ree";3202;"";"Vlaams-Brabant";2007
85164;"Ree";3660;"Opglabbeek";"Limburg";2010
85165;"Ree";3970;"Hoogbosch";"Limburg";2011
85166;"Ree";3580;"Beringen";"Limburg";2012
85167;"Ree";2322;"Hoogstraten";"Antwerpen";2009
85168;"Ree";2570;"Duffel";"Antwerpen";2013
85169;"Ree";2560;"NIJLEN";"Antwerpen";2018
85170;"Ree";3910;"Bocholt";"Limburg";2012
85171;"Ree";3940;"HECHTEL-EKSEL";"Limburg";2016
85172;"Ree";2230;"Herselt";"Antwerpen";2004
85173;"Ree";3660;"OPGLABBEEK";"Limburg";2016
85174;"Ree";3290;"Deurne";"Vlaams-Brabant";2008
85175;"Ree";3530;"Achel";"Limburg";2009
85176;"Ree";3052;"";"Vlaams-Brabant";2002
85177;"Ree";2230;"Herselt";"Antwerpen";2004
85178;"Wild zwijn";3630;NA;"Limburg";2013
85179;"Ree";3530;"Achel";"Limburg";2002
85180;"Ree";2321;"Meer";"Antwerpen";2005
85181;"Ree";3530;"Achel";"Limburg";2005
85182;"Ree";2490;"BALEN";"Antwerpen";2015
85183;"Ree";1600;"SINT-PIETERS-LEEUW";"Vlaams-Brabant";2018
85184;"Ree";3945;"HAM";"Limburg";2018
85185;"Ree";2370;"ARENDONK";"Antwerpen";2015
85186;"Ree";3078;"";"Vlaams-Brabant";2002
85187;"Ree";3790;"Diepenbeek";"Voeren";2011
85188;"Ree";9160;"LOKEREN";"Oost-Vlaanderen";2017
85189;"Ree";2220;"Hallaar";"Antwerpen";2007
85190;"Ree";3540;"HERK-DE-STAD";"Limburg";2015
85191;"Ree";3620;"LANAKEN";"Limburg";2016
85192;"Ree";3470;"Kortenaken";"Vlaams-Brabant";2011
85193;"Ree";3630;"Eisden";"Limburg";2008
85194;"Ree";3050;"";"Vlaams-Brabant";2007
85195;"Ree";3220;"Holsbeek";"Vlaams-Brabant";2005
85196;"Ree";2900;"Schoten";"Antwerpen";2005
85197;"Ree";3630;"Eisden";"Limburg";2013
85198;"Ree";2880;"Bornem";"Antwerpen";2007
85199;"Ree";9180;"MOERBEKE";"Oost-Vlaanderen";2016
85200;"Ree";2360;"Kessel";"Antwerpen";2003
85201;"Ree";3740;"Beeverst-Bilzen";"Limburg";2010
85202;"Ree";2200;"HERENTALS";"Antwerpen";2015
85203;"Wild zwijn";3930;"HAMONT-ACHEL";"Limburg";2017
85204;"Ree";3920;"Lommel";"Limburg";2011
85205;"Ree";3670;"Ellekom";"Limburg";2003
85206;"Ree";NA;NA;NA;2015
85207;"Ree";3540;"HERK-DE-STAD";"Limburg";2015
85208;"Ree";3660;"Opglabbeek";"Limburg";2009
85209;"Ree";3665;"As";"Limburg";2005
85210;"Wild zwijn";3680;NA;"Limburg";2013
85211;"Ree";3560;"Linkhout";"Limburg";2012
85212;"Ree";2460;"Kasterlee";"Antwerpen";2012
85213;"Ree";2370;"Arendonk";"Antwerpen";2013
85214;"Ree";3980;"Maaseik";"Limburg";2012
85215;"Ree";3920;"Lommel";"Limburg";2003
85216;"Ree";2950;"Berlaar";"Antwerpen";2009
85217;"Ree";3350;"LINTER";"Vlaams-Brabant";2015
85218;"Wild zwijn";3580;"BERINGEN";"Limburg";2014
85219;"Ree";2220;"HEIST-OP-DEN-BERG";"Antwerpen";2017
85220;"Ree";2990;"LOENHOUT";"Antwerpen";2007
85221;"Ree";3530;"Achel";"Limburg";2009
85222;"Ree";2480;"Dessel";"Antwerpen";2007
85223;"Ree";3910;"NEERPELT";"Limburg";2016
85224;"Ree";3650;"Bilzen";"Limburg";2003
85225;"Ree";3660;"Opglabbeek";"Limburg";2012
85226;"Ree";3920;"Lommel";"Limburg";2009
85227;"Ree";3550;"Beringen";"Limburg";2012
85228;"Ree";3600;"Genk";"Limburg";2002
85229;"Ree";3550;"Beringen";"Limburg";2013
85230;"Ree";3590;"DIEPENBEEK";"Limburg";2018
85231;"Ree";3272;"Averbode";"Vlaams-Brabant";2004
85232;"Ree";3680;"0poeteren";"Limburg";2009
85233;"Wild zwijn";3790;"VOEREN";"Voeren";2015
85234;"Ree";3460;"Bekkevoort";"Vlaams-Brabant";2005
85235;"Ree";3360;"Bierbeek";"Vlaams-Brabant";2007
85236;"Wild zwijn";3970;"LEOPOLDSBURG";"Limburg";2016
85237;"Ree";2960;"BRECHT";"Antwerpen";2014
85238;"Ree";NA;NA;"Antwerpen";2017
85239;"Ree";3980;"TESSENDERLO";"Limburg";2016
85240;"Ree";3190;"Boortmeerbeek";"Vlaams-Brabant";2011
85241;"Ree";3290;"Deurne";"Vlaams-Brabant";2011
85242;"Ree";3740;"Beeverst-Bilzen";"Limburg";2002
85243;"Ree";2920;"ESSEN";"Antwerpen";2004
85244;"Ree";2240;"GEEL";"Antwerpen";2005
85245;"Ree";3560;"LUMMEN";"Limburg";2016
85246;"Ree";3550;"Beringen";"Limburg";2011
85247;"Ree";2370;"Arendonk";"Antwerpen";2013
85248;"Ree";2400;"MOL";"Antwerpen";2015
85249;"Ree";3920;"Lommel";"Limburg";2012
85250;"Ree";8900;"IEPER";"West-Vlaanderen";2018
85251;"Ree";2490;"Balen";"Antwerpen";2009
85252;"Ree";2980;"Hal";"Antwerpen";2005
85253;"Ree";3650;"Bilzen";"Limburg";2011
85254;"Ree";9140;"TEMSE";"Oost-Vlaanderen";2016
85255;"Ree";2382;"Poppel";"Antwerpen";2005
85256;"Ree";3800;"Binderveld";"Limburg";2011
85257;"Ree";2250;"OLEN";"Antwerpen";2015
85258;"Ree";3360;"BIERBEEK";"Vlaams-Brabant";2018
85259;"Ree";3690;"ZUTENDAAL";"Limburg";2015
85260;"Ree";3940;"Bilzen";"Limburg";2003
85261;"Ree";3201;"Aarschot";"Vlaams-Brabant";2013
85262;"Ree";3545;"HALEN";"Limburg";2016
85263;"Ree";2960;"BRECHT";"Antwerpen";2016
85264;"Ree";3570;"Alken";"Limburg";2009
85265;"Ree";3690;"Bree";"Limburg";2010
85266;"Ree";3920;"Lommel";"Limburg";2009
85267;"Ree";2910;"ESSEN";"Antwerpen";2016
85268;"Ree";3930;"Achel";"Limburg";2013
85269;"Ree";2910;"Essen";"Antwerpen";2011
85270;"Ree";3360;"BIERBEEK";"Vlaams-Brabant";2015
85271;"Ree";2980;"Hal";"Antwerpen";2008
85272;"Ree";3380;"Glabbeek";"Vlaams-Brabant";2004
85273;"Wild zwijn";3630;"MAASMECHELEN";"Limburg";2017
85274;"Ree";3530;"Achel";"Limburg";2012
85275;"Ree";2490;"Balen";"Antwerpen";2011
85276;"Ree";3583;"Beringen";"Limburg";2003
85277;"Ree";2380;"Bornem";"Antwerpen";2006
85278;"Ree";3040;"Huldenberg";"Vlaams-Brabant";2008
85279;"Ree";3650;"Bilzen";"Limburg";2010
85280;"Ree";3200;"Aarschot";"Vlaams-Brabant";2002
85281;"Ree";2370;"Arendonk";"Antwerpen";2012
85282;"Ree";2880;"Bornem";"Antwerpen";2013
85283;"Ree";3950;"BOCHOLT";"Limburg";2015
85284;"Ree";8020;"OOSTKAMP";"West-Vlaanderen";2016
85285;"Ree";2480;"Dessel";"Antwerpen";2010
85286;"Ree";2490;"BALEN";"Antwerpen";2016
85287;"Ree";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2018
85288;"Ree";3690;"ZUTENDAAL";"Limburg";2016
85289;"Wild zwijn";3530;NA;"Limburg";2011
85290;"Ree";3950;"BOCHOLT";"Limburg";2018
85291;"Ree";3560;"Linkhout";"Limburg";2003
85292;"Ree";2328;"Heerle";"Antwerpen";2008
85293;"Ree";3590;"DIEPENBEEK";"Limburg";2014
85294;"Ree";3190;"Boortmeerbeek";"Vlaams-Brabant";2007
85295;"Ree";3380;"GLABBEEK";"Vlaams-Brabant";2015
85296;"Wild zwijn";3930;"HAMONT-ACHEL";"Limburg";2016
85297;"Ree";2382;"Poppel";"Antwerpen";2009
85298;"Ree";2400;"GEEL";"Antwerpen";2007
85299;"Ree";2400;"GEEL";"Antwerpen";2008
85300;"Ree";3200;"AARSCHOT";"Vlaams-Brabant";2017
85301;"Ree";3920;"LOMMEL";"Limburg";2016
85302;"Ree";3630;"Eisden";"Limburg";2007
85303;"Ree";3940;"HECHTEL-EKSEL";"Limburg";2017
85304;"Ree";2275;"GIERLE";"Antwerpen";2013
85305;"Ree";3665;"As";"Limburg";2009
85306;"Ree";2440;"GEEL";"Antwerpen";2013
85307;"Ree";NA;NA;"Limburg";2014
85308;"Ree";2400;"GEEL";"Antwerpen";2010
85309;"Ree";2230;"Herselt";"Antwerpen";2012
85310;"Ree";3670;"MEEUWEN-GRUITRODE";"Limburg";2016
85311;"Ree";2370;"Arendonk";"Antwerpen";2005
85312;"Ree";3520;"Geetbets";"Limburg";2008
85313;"Ree";3200;"AARSCHOT";"Vlaams-Brabant";2016
85314;"Ree";2260;"Westerlo";"Antwerpen";2010
85315;"Ree";3600;"GENK";"Limburg";2015
85316;"Ree";3290;"Deurne";"Vlaams-Brabant";2010
85317;"Ree";3150;"Haacht";"Vlaams-Brabant";2013
85318;"Ree";NA;NA;"Limburg";2014
85319;"Ree";2560;"BEVEL";"Antwerpen";2009
85320;"Ree";3940;"HECHTEL-EKSEL";"Limburg";2019
85321;"Ree";1670;"Pepingen";"Vlaams-Brabant";2009
85322;"Ree";2880;"Bornem";"Antwerpen";2011
85323;"Wild zwijn";8490;NA;"West-Vlaanderen";2011
85324;"Ree";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2018
85325;"Ree";3061;"Leefdaal";"Vlaams-Brabant";2012
85326;"Wild zwijn";3680;"MAASEIK";"Limburg";2017
85327;"Ree";2440;"GEEL";"Antwerpen";2005
85328;"Ree";3370;"BOUTERSEM";"Vlaams-Brabant";2017
85329;"Ree";2275;"GIERLE";"Antwerpen";2007
85330;"Ree";3390;"TIELT-WINGE";"Vlaams-Brabant";2016
85331;"Wild zwijn";3690;"ZUTENDAAL";"Limburg";2018
85332;"Ree";3630;"Eisden";"Limburg";2004
85333;"Wild zwijn";3930;"HAMONT-ACHEL";"Limburg";2017
85334;"Ree";9900;"EEKLO";"Oost-Vlaanderen";2017
85335;"Ree";2470;"Retie";"Antwerpen";2005
85336;"Ree";2390;"Malle";"Antwerpen";2009
85337;"Ree";3920;"LOMMEL";"Limburg";2015
85338;"Ree";3690;"ZUTENDAAL";"Limburg";2016
85339;"Ree";1910;"Kampenhout";"Vlaams-Brabant";2005
85340;"Ree";3620;"LANAKEN";"Limburg";2018
85341;"Wild zwijn";3930;"HAMONT-ACHEL";"Limburg";2018
85342;"Ree";3650;"Bilzen";"Limburg";2012
85343;"Ree";3945;"HAM";"Limburg";2017
85344;"Ree";2260;"WESTERLO";"Antwerpen";2018
85345;"Ree";3294;"";"Vlaams-Brabant";2002
85346;"Ree";2328;"Heerle";"Antwerpen";2008
85347;"Ree";3960;"Bree";"Limburg";2013
85348;"Ree";3920;"Lommel";"Limburg";2004
85349;"Ree";3700;"Herselt";"Limburg";2009
85350;"Ree";2990;"LOENHOUT";"Antwerpen";2009
85351;"Ree";1850;"Grimbergen";"Vlaams-Brabant";2009
85352;"Ree";2920;"ESSEN";"Antwerpen";2012
85353;"Ree";3680;"0poeteren";"Limburg";2013
85354;"Wild zwijn";3650;"DILSEN-STOKKEM";"Limburg";2017
85355;"Ree";3220;"HOLSBEEK";"Vlaams-Brabant";2015
85356;"Ree";9850;"Nevele";"Oost-Vlaanderen";2010
85357;"Ree";3970;"Hoogbosch";"Limburg";2003
85358;"Ree";3290;"Deurne";"Vlaams-Brabant";2009
85359;"Ree";3920;"LOMMEL";"Limburg";2018
85360;"Ree";9910;"KNESSELARE";"Oost-Vlaanderen";2017
85361;"Ree";3990;"Opgrimbie";"Limburg";2012
85362;"Ree";2430;"Eindhout";"Antwerpen";2013
85363;"Ree";3650;"Bilzen";"Limburg";2008
85364;"Ree";2560;"BEVEL";"Antwerpen";2010
85365;"Ree";3990;"Opgrimbie";"Limburg";2012
85366;"Ree";2450;"MEERHOUT";"Antwerpen";2014
85367;"Ree";3670;"Ellekom";"Limburg";2007
85368;"Ree";3930;"Achel";"Limburg";2007
85369;"Ree";3550;"Beringen";"Limburg";2002
85370;"Wild zwijn";3920;"LOMMEL";"Limburg";2016
85371;"Ree";3930;"Achel";"Limburg";2004
85372;"Ree";3940;"HECHTEL-EKSEL";"Limburg";2015
85373;"Ree";3740;"Beeverst-Bilzen";"Limburg";2007
85374;"Ree";3680;"0poeteren";"Limburg";2007
85375;"Ree";3960;"Bree";"Limburg";2004
85376;"Ree";2950;"Berlaar";"Antwerpen";2012
85377;"Ree";3980;"Maaseik";"Limburg";2012
85378;"Ree";2300;"OUD-TURNHOUT";"Antwerpen";2009
85379;"Ree";3720;"KORTESSEM";"Limburg";2018
85380;"Ree";3950;"Bochelt";"Limburg";2003
85381;"Ree";2320;"HOOGSTRATEN";"Antwerpen";2015
85382;"Ree";2470;"RETIE";"Antwerpen";2014
85383;"Ree";3960;"BREE";"Limburg";2015
85384;"Ree";3545;"Halen";"Limburg";2007
85385;"Ree";2440;"GEEL";"Antwerpen";2014
85386;"Wild zwijn";3550;"HEUSDEN-ZOLDER";"Limburg";2018
85387;"Ree";3920;"LOMMEL";"Limburg";2015
85388;"Wild zwijn";NA;NA;"Limburg";2016
85389;"Ree";3473;"";"Vlaams-Brabant";2004
85390;"Ree";3930;"Achel";"Limburg";2008
85391;"Ree";2880;"Bornem";"Antwerpen";2006
85392;"Ree";3370;"Boutersem";"Vlaams-Brabant";2013
85393;"Damhert";2270;"HERENTHOUT";"Antwerpen";2015
85394;"Ree";3511;"Beringen";"Limburg";2003
85395;"Wild zwijn";3790;"VOEREN";"Voeren";2017
85396;"Wild zwijn";3790;"VOEREN";"Voeren";2015
85397;"Ree";3980;"TESSENDERLO";"Limburg";2016
85398;"Ree";3530;"Achel";"Limburg";2009
85399;"Ree";3050;"";"Vlaams-Brabant";2002
85400;"Ree";3471;"";"Vlaams-Brabant";2013
85401;"Ree";2460;"KASTERLEE";"Antwerpen";2016
85402;"Ree";3665;"As";"Limburg";2011
85403;"Wild zwijn";3630;NA;"Limburg";2012
85404;"Ree";3454;"Rummen";"Vlaams-Brabant";2005
85405;"Ree";3940;"Bilzen";"Limburg";2012
85406;"Ree";3050;"OUD-HEVERLEE";"Vlaams-Brabant";2015
85407;"Wild zwijn";3630;"MAASMECHELEN";"Limburg";2015
85408;"Ree";2370;"Arendonk";"Antwerpen";2006
85409;"Ree";3680;"0poeteren";"Limburg";2012
85410;"Ree";2520;"RANST";"Antwerpen";2014
85411;"Ree";2880;"Bornem";"Antwerpen";2009
85412;"Ree";3520;"Geetbets";"Limburg";2009
85413;"Ree";8972;"";"West-Vlaanderen";2013
85414;"Ree";3271;"Averbode";"Vlaams-Brabant";2010
85415;"Ree";3790;"Diepenbeek";"Voeren";2012
85416;"Ree";NA;NA;"Limburg";2016
85417;"Ree";2400;"GEEL";"Antwerpen";2008
85418;"Wild zwijn";3582;NA;"Limburg";2013
85419;"Ree";2328;"Heerle";"Antwerpen";2011
85420;"Wild zwijn";3940;"HECHTEL-EKSEL";"Limburg";2018
85421;"Ree";9112;"Sinaai-Waas";"Oost-Vlaanderen";2013
85422;"Ree";3800;"SINT-TRUIDEN";"Limburg";2016
85423;"Wild zwijn";3550;"HEUSDEN-ZOLDER";"Limburg";2018
85424;"Ree";3220;"Holsbeek";"Vlaams-Brabant";2006
85425;"Ree";2490;"BALEN";"Antwerpen";2017
85426;"Ree";3390;"Tielt-Winge";"Vlaams-Brabant";2009
85427;"Ree";3050;"";"Vlaams-Brabant";2007
85428;"Ree";2380;"Bornem";"Antwerpen";2013
85429;"Wild zwijn";3680;"MAASEIK";"Limburg";2017
85430;"Ree";3530;"Achel";"Limburg";2012
85431;"Ree";2230;"HERSELT";"Antwerpen";2018
85432;"Ree";3800;"SINT-TRUIDEN";"Limburg";2018
85433;"Ree";3680;"0poeteren";"Limburg";2013
85434;"Ree";2480;"DESSEL";"Antwerpen";2018
85435;"Ree";3740;"Beeverst-Bilzen";"Limburg";2005
85436;"Ree";2381;"RAVELS";"Antwerpen";2005
85437;"Ree";2990;"LOENHOUT";"Antwerpen";2009
85438;"Ree";2880;"Bornem";"Antwerpen";2010
85439;"Ree";3670;"MEEUWEN-GRUITRODE";"Limburg";2016
85440;"Ree";3720;"KORTESSEM";"Limburg";2018
85441;"Ree";3620;"Gellik";"Limburg";2005
85442;"Ree";3665;"As";"Limburg";2007
85443;"Wild zwijn";3580;"BERINGEN";"Limburg";2015
85444;"Ree";NA;NA;"Limburg";2014
85445;"Wild zwijn";2230;NA;"Limburg";2009
85446;"Ree";3950;"Bochelt";"Limburg";2005
85447;"Ree";3390;"Tielt-Winge";"Vlaams-Brabant";2009
85448;"Ree";3520;"Geetbets";"Limburg";2012
85449;"Ree";2990;"WUUSTWEZEL";"Antwerpen";2016
85450;"Wild zwijn";3970;"LEOPOLDSBURG";"Limburg";2017
85451;"Ree";3960;"Bree";"Limburg";2004
85452;"Ree";2290;"Herselt";"Antwerpen";2009
85453;"Ree";9120;"Beveren";"Oost-Vlaanderen";2010
85454;"Ree";2370;"Arendonk";"Antwerpen";2004
85455;"Wild zwijn";3740;"BILZEN";"Limburg";2017
85456;"Ree";2430;"LAAKDAL";"Antwerpen";2017
85457;"Ree";3320;"Hoegaarden";"Vlaams-Brabant";2003
85458;"Ree";3550;"HEUSDEN-ZOLDER";"Limburg";2017
85459;"Ree";3990;"PEER";"Limburg";2016
85460;"Ree";3680;"0poeteren";"Limburg";2007
85461;"Ree";3050;"OUD-HEVERLEE";"Vlaams-Brabant";2014
85462;"Ree";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2019
85463;"Ree";2880;"Bornem";"Antwerpen";2013
85464;"Ree";3670;"Ellekom";"Limburg";2011
85465;"Ree";3580;"BERINGEN";"Limburg";2018
85466;"Ree";8950;"HEUVELLAND";"West-Vlaanderen";2015
85467;"Wild zwijn";3970;"LEOPOLDSBURG";"Limburg";2017
85468;"Ree";NA;NA;"Limburg";2018
85469;"Ree";3530;"Achel";"Limburg";2003
85470;"Ree";2910;"Essen";"Antwerpen";2010
85471;"Ree";1600;"SINT-PIETERS-LEEUW";"Vlaams-Brabant";2017
85472;"Ree";2240;"ZANDHOVEN";"Antwerpen";2015
85473;"Ree";3560;"Linkhout";"Limburg";2005
85474;"Ree";2270;"HERENTHOUT";"Antwerpen";2007
85475;"Ree";3660;"OPGLABBEEK";"Limburg";2016
85476;"Ree";2300;"TURNHOUT";"Antwerpen";2015
85477;"Ree";3690;"Bree";"Limburg";2004
85478;"Ree";2370;"Arendonk";"Antwerpen";2012
85479;"Ree";3560;"LUMMEN";"Limburg";2016
85480;"Ree";2910;"Essen";"Antwerpen";2011
85481;"Ree";3560;"Linkhout";"Limburg";2004
85482;"Ree";2920;"KALMTHOUT";"Antwerpen";2018
85483;"Ree";2288;"Bouwel";"Antwerpen";2007
85484;"Ree";3790;"Diepenbeek";"Voeren";2010
85485;"Ree";2400;"GEEL";"Antwerpen";2010
85486;"Ree";3670;"Ellekom";"Limburg";2009
85487;"Ree";3670;"Ellekom";"Limburg";2012
85488;"Ree";3200;"AARSCHOT";"Vlaams-Brabant";2018
85489;"Ree";3550;"HEUSDEN-ZOLDER";"Limburg";2017
85490;"Ree";2270;"HERENTHOUT";"Antwerpen";2013
85491;"Ree";2310;"Rijkevorsel";"Antwerpen";2009
85492;"Ree";3530;"Achel";"Limburg";2003
85493;"Ree";3630;"Eisden";"Limburg";2011
85494;"Ree";3990;"PEER";"Limburg";2015
85495;"Ree";3740;"BILZEN";"Limburg";2018
85496;"Ree";3580;"Beringen";"Limburg";2009
85497;"Damhert";9900;"EEKLO";"Oost-Vlaanderen";2017
85498;"Ree";3960;"Bree";"Limburg";2008
85499;"Wild zwijn";3665;"AS";"Limburg";2016
85500;"Ree";2380;"Bornem";"Antwerpen";2003
85501;"Ree";3840;"BORGLOON";"Limburg";2017
85502;"Ree";3545;"Halen";"Limburg";2007
85503;"Ree";2310;"Rijkevorsel";"Antwerpen";2005
85504;"Ree";3545;"Halen";"Limburg";2007
85505;"Ree";3650;"Bilzen";"Limburg";2009
85506;"Wild zwijn";3970;"LEOPOLDSBURG";"Limburg";2017
85507;"Ree";3690;"Bree";"Limburg";2003
85508;"Ree";2960;"Brecht";"Antwerpen";2006
85509;"Ree";2880;"Bornem";"Antwerpen";2011
85510;"Ree";2960;"Brecht";"Antwerpen";2007
85511;"Ree";3320;"Hoegaarden";"Vlaams-Brabant";2010
85512;"Ree";3640;"KINROOI";"Limburg";2018
85513;"Ree";3580;"Beringen";"Limburg";2007
85514;"Ree";2300;"TURNHOUT";"Antwerpen";2014
85515;"Ree";1730;"ASSE";"Vlaams-Brabant";2015
85516;"Ree";2880;"Bornem";"Antwerpen";2012
85517;"Ree";2560;"NIJLEN";"Antwerpen";2016
85518;"Ree";2310;"Rijkevorsel";"Antwerpen";2007
85519;"Wild zwijn";3050;"OUD-HEVERLEE";"Vlaams-Brabant";2017
85520;"Ree";3790;"Diepenbeek";"Voeren";2007
85521;"Ree";3920;"Lommel";"Limburg";2004
85522;"Ree";3680;"0poeteren";"Limburg";2005
85523;"Ree";2450;"Meerhout";"Antwerpen";2009
85524;"Ree";2970;"Schilde";"Antwerpen";2005
85525;"Ree";3380;"GLABBEEK";"Vlaams-Brabant";2017
85526;"Ree";3600;"GENK";"Limburg";2019
85527;"Ree";3960;"Bree";"Limburg";2010
85528;"Ree";2382;"Poppel";"Antwerpen";2012
85529;"Ree";3665;"As";"Limburg";2013
85530;"Ree";2990;"WUUSTWEZEL";"Antwerpen";2015
85531;"Ree";2460;"KASTERLEE";"Antwerpen";2014
85532;"Ree";3360;"BIERBEEK";"Vlaams-Brabant";2014
85533;"Ree";2330;"BORNEM";"Antwerpen";2006
85534;"Wild zwijn";3790;"VOEREN";"Voeren";2019
85535;"Ree";3050;"";"Vlaams-Brabant";2002
85536;"Ree";3590;"Diepenbeek";"Limburg";2005
85537;"Ree";3473;"";"Vlaams-Brabant";2007
85538;"Ree";3950;"Bochelt";"Limburg";2003
85539;"Ree";2940;"Stabroek";"Antwerpen";2013
85540;"Ree";3990;"PEER";"Limburg";2018
85541;"Ree";3970;"Hoogbosch";"Limburg";2010
85542;"Ree";3900;"Lommel";"Limburg";2011
85543;"Ree";8950;"HEUVELLAND";"West-Vlaanderen";2014
85544;"Ree";3190;"Boortmeerbeek";"Vlaams-Brabant";2003
85545;"Wild zwijn";3960;"BREE";"Limburg";2015
85546;"Wild zwijn";3580;"BERINGEN";"Limburg";2017
85547;"Ree";2240;"GEEL";"Antwerpen";2004
85548;"Ree";3570;"Alken";"Limburg";2008
85549;"Ree";3665;"As";"Limburg";2002
85550;"Ree";3560;"Linkhout";"Limburg";2012
85551;"Ree";3690;"Bree";"Limburg";2012
85552;"Ree";2990;"WUUSTWEZEL";"Antwerpen";2014
85553;"Ree";NA;NA;"Oost-Vlaanderen";2018
85554;"Wild zwijn";2400;"MOL";"Antwerpen";2015
