"ID";"wildsoort";"postcode_afschot_locatie";"gemeente_afschot_locatie";"provincie";"afschotjaar"
84609;"Ree";3940;"Bilzen";"Limburg";2007
84610;"Ree";3690;"Bree";"Limburg";2004
84611;"Ree";3980;"TESSENDERLO";"Limburg";2018
84612;"Ree";3630;"Eisden";"Limburg";2002
84613;"Ree";2430;"Eindhout";"Antwerpen";2002
84614;"Ree";3500;"Hasselt";"Limburg";2004
84615;"Ree";3550;"Beringen";"Limburg";2013
84616;"Ree";2382;"Poppel";"Antwerpen";2004
84617;"Ree";3220;"Holsbeek";"Vlaams-Brabant";2005
84618;"Ree";2970;"SCHILDE";"Antwerpen";2016
84619;"Ree";3690;"ZUTENDAAL";"Limburg";2016
84620;"Ree";3350;"LINTER";"Vlaams-Brabant";2018
84621;"Ree";3700;"TONGEREN";"Limburg";2014
84622;"Ree";3050;"";"Vlaams-Brabant";2009
84623;"Ree";3550;"Beringen";"Limburg";2009
84624;"Ree";3360;"Bierbeek";"Vlaams-Brabant";2007
84625;"Ree";3870;"HEERS";"Limburg";2014
84626;"Ree";3050;"";"Vlaams-Brabant";2003
84627;"Ree";3960;"Bree";"Limburg";2007
84628;"Wild zwijn";3582;NA;"Limburg";2012
84629;"Ree";NA;NA;"Limburg";2016
84630;"Ree";3630;"Eisden";"Limburg";2013
84631;"Ree";3530;"Achel";"Limburg";2009
84632;"Ree";NA;NA;"Limburg";2014
84633;"Ree";1500;"HALLE";"Vlaams-Brabant";2015
84634;"Ree";3380;"Glabbeek";"Vlaams-Brabant";2010
84635;"Ree";2381;"RAVELS";"Antwerpen";2011
84636;"Ree";3582;"Beringen";"Limburg";2004
84637;"Ree";3670;"Ellekom";"Limburg";2005
84638;"Ree";3460;"Bekkevoort";"Vlaams-Brabant";2013
84639;"Ree";3520;"Geetbets";"Limburg";2008
84640;"Wild zwijn";NA;NA;NA;2015
84641;"Ree";2320;"HOOGSTRATEN";"Antwerpen";2017
84642;"Ree";2400;"GEEL";"Antwerpen";2010
84643;"Wild zwijn";3790;"VOEREN";"Voeren";2016
84644;"Wild zwijn";2400;"MOL";"Antwerpen";2017
84645;"Ree";2430;"Eindhout";"Antwerpen";2010
84646;"Ree";3110;"Rotselaar";"Vlaams-Brabant";2011
84647;"Ree";9500;"GERAARDSBERGEN";"Oost-Vlaanderen";2017
84648;"Ree";3680;"0poeteren";"Limburg";2011
84649;"Ree";2370;"Arendonk";"Antwerpen";2003
84650;"Ree";3690;"Bree";"Limburg";2007
84651;"Wild zwijn";8210;"ZEDELGEM";"West-Vlaanderen";2015
84652;"Ree";3360;"BIERBEEK";"Vlaams-Brabant";2016
84653;"Wild zwijn";3630;"MAASMECHELEN";"Limburg";2019
84654;"Wild zwijn";2470;"RETIE";"Antwerpen";2016
84655;"Ree";NA;NA;"Limburg";2014
84656;"Ree";3945;"HAM";"Limburg";2014
84657;"Wild zwijn";3530;NA;"Limburg";2012
84658;"Ree";3530;"Achel";"Limburg";2009
84659;"Ree";3930;"Achel";"Limburg";2011
84660;"Ree";NA;NA;"Limburg";2014
84661;"Ree";3920;"Lommel";"Limburg";2002
84662;"Ree";3660;"Opglabbeek";"Limburg";2013
84663;"Ree";3680;"0poeteren";"Limburg";2011
84664;"Ree";3990;"Opgrimbie";"Limburg";2012
84665;"Ree";2960;"Brecht";"Antwerpen";2009
84666;"Ree";2380;"RAVELS";"Antwerpen";2015
84667;"Ree";2940;"Stabroek";"Antwerpen";2005
84668;"Ree";1851;"";"Vlaams-Brabant";2006
84669;"Ree";3290;"Deurne";"Vlaams-Brabant";2013
84670;"Ree";2990;"LOENHOUT";"Antwerpen";2011
84671;"Ree";2230;"HERSELT";"Antwerpen";2016
84672;"Ree";2380;"RAVELS";"Antwerpen";2016
84673;"Ree";2260;"WESTERLO";"Antwerpen";2015
84674;"Ree";2490;"BALEN";"Antwerpen";2017
84675;"Wild zwijn";2400;"MOL";"Antwerpen";2017
84676;"Ree";3950;"BOCHOLT";"Limburg";2017
84677;"Ree";3665;"As";"Limburg";2007
84678;"Ree";3470;"KORTENAKEN";"Vlaams-Brabant";2017
84679;"Ree";2370;"Arendonk";"Antwerpen";2003
84680;"Ree";2950;"KAPELLEN";"Antwerpen";2015
84681;"Ree";9990;"MALDEGEM";"Oost-Vlaanderen";2018
84682;"Ree";NA;NA;"Limburg";2014
84683;"Ree";3271;"Averbode";"Vlaams-Brabant";2006
84684;"Ree";2300;"TURNHOUT";"Antwerpen";2014
84685;"Ree";NA;NA;"Limburg";2014
84686;"Ree";2380;"RAVELS";"Antwerpen";2017
84687;"Ree";2480;"DESSEL";"Antwerpen";2016
84688;"Wild zwijn";3740;"BILZEN";"Limburg";2015
84689;"Ree";3390;"Tielt-Winge";"Vlaams-Brabant";2009
84690;"Ree";3740;"Beeverst-Bilzen";"Limburg";2012
84691;"Ree";3980;"Maaseik";"Limburg";2005
84692;"Ree";2300;"OUD-TURNHOUT";"Antwerpen";2012
84693;"Ree";2520;"RANST";"Antwerpen";2015
84694;"Ree";3660;"OPGLABBEEK";"Limburg";2015
84695;"Ree";2275;"GIERLE";"Antwerpen";2010
84696;"Ree";3640;"Gellik";"Limburg";2003
84697;"Ree";2880;"Bornem";"Antwerpen";2013
84698;"Wild zwijn";NA;NA;"Limburg";2018
84699;"Ree";3201;"Aarschot";"Vlaams-Brabant";2007
84700;"Ree";3360;"Bierbeek";"Vlaams-Brabant";2010
84701;"Ree";3290;"DIEST";"Vlaams-Brabant";2018
84702;"Ree";3680;"0poeteren";"Limburg";2006
84703;"Ree";2380;"Bornem";"Antwerpen";2009
84704;"Ree";2300;"TURNHOUT";"Antwerpen";2015
84705;"Ree";2230;"Herselt";"Antwerpen";2002
84706;"Ree";3270;"Scherpenheuvel-Zichem";"Vlaams-Brabant";2002
84707;"Ree";3950;"BOCHOLT";"Limburg";2015
84708;"Ree";1730;"Asse";"Vlaams-Brabant";2012
84709;"Ree";2382;"Poppel";"Antwerpen";2010
84710;"Ree";3920;"Lommel";"Limburg";2007
84711;"Ree";8950;"HEUVELLAND";"West-Vlaanderen";2018
84712;"Ree";3660;"OPGLABBEEK";"Limburg";2018
84713;"Ree";2242;"Massenhoven";"Antwerpen";2005
84714;"Ree";3690;"Bree";"Limburg";2006
84715;"Ree";2980;"Hal";"Antwerpen";2009
84716;"Ree";2490;"Balen";"Antwerpen";2002
84717;"Ree";2380;"Bornem";"Antwerpen";2008
84718;"Ree";2400;"GEEL";"Antwerpen";2010
84719;"Ree";3550;"Beringen";"Limburg";2006
84720;"Ree";2880;"BORNEM";"Antwerpen";2018
84721;"Ree";8750;"Wingene";"West-Vlaanderen";2010
84722;"Ree";2382;"Poppel";"Antwerpen";2005
84723;"Ree";3930;"HAMONT-ACHEL";"Limburg";2018
84724;"Wild zwijn";2400;"MOL";"Antwerpen";2016
84725;"Ree";3290;"Deurne";"Vlaams-Brabant";2013
84726;"Ree";3660;"OPGLABBEEK";"Limburg";2015
84727;"Ree";3200;"Aarschot";"Vlaams-Brabant";2006
84728;"Ree";3660;"Opglabbeek";"Limburg";2012
84729;"Ree";2200;"HERENTALS";"Antwerpen";2016
84730;"Ree";NA;NA;"Limburg";2014
84731;"Ree";2370;"Arendonk";"Antwerpen";2012
84732;"Ree";3350;"Linter";"Vlaams-Brabant";2008
84733;"Ree";3560;"Linkhout";"Limburg";2005
84734;"Wild zwijn";3580;"BERINGEN";"Limburg";2019
84735;"Ree";2380;"Bornem";"Antwerpen";2013
84736;"Ree";2380;"RAVELS";"Antwerpen";2014
84737;"Ree";2380;"RAVELS";"Antwerpen";2015
84738;"Ree";3350;"Linter";"Vlaams-Brabant";2005
84739;"Ree";3545;"Halen";"Limburg";2005
84740;"Ree";2230;"Herselt";"Antwerpen";2013
84741;"Ree";2880;"Bornem";"Antwerpen";2009
84742;"Ree";2370;"ARENDONK";"Antwerpen";2014
84743;"Ree";3560;"LUMMEN";"Limburg";2016
84744;"Ree";2400;"GEEL";"Antwerpen";2011
84745;"Ree";3530;"Achel";"Limburg";2013
84746;"Ree";3950;"BOCHOLT";"Limburg";2014
84747;"Ree";3560;"Linkhout";"Limburg";2009
84748;"Ree";3550;"Beringen";"Limburg";2009
84749;"Ree";1730;"ASSE";"Vlaams-Brabant";2014
84750;"Ree";2880;"BORNEM";"Antwerpen";2017
84751;"Ree";3540;"Berbroek";"Limburg";2004
84752;"Ree";3272;"Averbode";"Vlaams-Brabant";2004
84753;"Ree";3545;"Halen";"Limburg";2002
84754;"Ree";3660;"Opglabbeek";"Limburg";2004
84755;"Ree";2275;"GIERLE";"Antwerpen";2010
84756;"Ree";3945;"Ham";"Limburg";2011
84757;"Ree";3900;"Lommel";"Limburg";2010
84758;"Ree";3590;"DIEPENBEEK";"Limburg";2019
84759;"Ree";2400;"GEEL";"Antwerpen";2007
84760;"Ree";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2019
84761;"Ree";3320;"HOEGAARDEN";"Vlaams-Brabant";2016
84762;"Ree";8950;"HEUVELLAND";"West-Vlaanderen";2017
84763;"Ree";2990;"LOENHOUT";"Antwerpen";2005
84764;"Ree";3620;"LANAKEN";"Limburg";2015
84765;"Wild zwijn";NA;NA;"Limburg";2018
84766;"Ree";3530;"Achel";"Limburg";2013
84767;"Ree";3270;"Scherpenheuvel-Zichem";"Vlaams-Brabant";2010
84768;"Ree";3650;"Bilzen";"Limburg";2010
84769;"Ree";2320;"HOOGSTRATEN";"Antwerpen";2017
84770;"Ree";3520;"ZONHOVEN";"Limburg";2018
84771;"Ree";3640;"KINROOI";"Limburg";2017
84772;"Ree";3360;"BIERBEEK";"Vlaams-Brabant";2016
84773;"Ree";8640;"VLETEREN";"West-Vlaanderen";2018
84774;"Ree";3530;"Achel";"Limburg";2007
84775;"Ree";3940;"Bilzen";"Limburg";2003
84776;"Ree";9180;"MOERBEKE";"Oost-Vlaanderen";2018
84777;"Ree";3650;"Bilzen";"Limburg";2003
84778;"Ree";2460;"Kasterlee";"Antwerpen";2012
84779;"Ree";3665;"As";"Limburg";2006
84780;"Ree";3920;"Lommel";"Limburg";2008
84781;"Ree";3150;"Haacht";"Vlaams-Brabant";2004
84782;"Ree";9880;"AALTER";"Oost-Vlaanderen";2016
84783;"Ree";3920;"Lommel";"Limburg";2005
84784;"Ree";3190;"Boortmeerbeek";"Vlaams-Brabant";2006
84785;"Ree";2490;"Balen";"Antwerpen";2003
84786;"Ree";2400;"MOL";"Antwerpen";2018
84787;"Ree";2400;"MOL";"Antwerpen";2018
84788;"Wild zwijn";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2014
84789;"Wild zwijn";3793;NA;"Voeren";2010
84790;"Ree";3110;"Rotselaar";"Vlaams-Brabant";2009
84791;"Ree";3680;"MAASEIK";"Limburg";2016
84792;"Ree";NA;NA;"Limburg";2014
84793;"Ree";2321;"Meer";"Antwerpen";2012
84794;"Ree";2450;"Meerhout";"Antwerpen";2007
84795;"Wild zwijn";3920;NA;"Limburg";2013
84796;"Ree";3550;"Beringen";"Limburg";2013
84797;"Ree";2382;"Poppel";"Antwerpen";2005
84798;"Ree";3990;"PEER";"Limburg";2017
84799;"Ree";2382;"Poppel";"Antwerpen";2004
84800;"Ree";3770;"Riemst";"Limburg";2008
84801;"Ree";1820;"Steenokkerzeel";"Vlaams-Brabant";2011
84802;"Ree";3650;"Bilzen";"Limburg";2004
84803;"Ree";3650;"DILSEN-STOKKEM";"Limburg";2017
84804;"Ree";3665;"As";"Limburg";2013
84805;"Ree";3950;"Bochelt";"Limburg";2013
84806;"Ree";2370;"Arendonk";"Antwerpen";2002
84807;"Ree";2290;"Herselt";"Antwerpen";2006
84808;"Ree";2490;"Balen";"Antwerpen";2008
84809;"Ree";2880;"Bornem";"Antwerpen";2012
84810;"Ree";3980;"TESSENDERLO";"Limburg";2018
84811;"Ree";3670;"MEEUWEN-GRUITRODE";"Limburg";2015
84812;"Ree";2430;"LAAKDAL";"Antwerpen";2014
84813;"Ree";3790;"VOEREN";"Voeren";2016
84814;"Ree";3740;"Beeverst-Bilzen";"Limburg";2007
84815;"Ree";3550;"Beringen";"Limburg";2008
84816;"Ree";2235;"Hilshout";"Antwerpen";2010
84817;"Ree";1755;"GOOIK";"Vlaams-Brabant";2017
84818;"Wild zwijn";3360;"BIERBEEK";"Vlaams-Brabant";2018
84819;"Ree";3580;"Beringen";"Limburg";2010
84820;"Ree";3550;"Beringen";"Limburg";2010
84821;"Ree";3640;"Gellik";"Limburg";2011
84822;"Ree";2320;"Hoogstraten";"Antwerpen";2011
84823;"Wild zwijn";3740;"BILZEN";"Limburg";2015
84824;"Ree";3550;"Beringen";"Limburg";2011
84825;"Ree";2910;"ESSEN";"Antwerpen";2016
84826;"Ree";3970;"Hoogbosch";"Limburg";2005
84827;"Ree";2270;"HERENTHOUT";"Antwerpen";2011
84828;"Ree";3650;"Bilzen";"Limburg";2004
84829;"Ree";2380;"RAVELS";"Antwerpen";2017
84830;"Ree";1980;"ZEMST";"Vlaams-Brabant";2017
84831;"Ree";2220;"Hallaar";"Antwerpen";2010
84832;"Ree";2470;"Retie";"Antwerpen";2008
84833;"Ree";3790;"VOEREN";"Voeren";2017
84834;"Ree";3670;"Ellekom";"Limburg";2010
84835;"Ree";3020;"Herent";"Vlaams-Brabant";2006
84836;"Ree";2275;"GIERLE";"Antwerpen";2007
84837;"Ree";2310;"Rijkevorsel";"Antwerpen";2010
84838;"Ree";2990;"LOENHOUT";"Antwerpen";2013
84839;"Ree";3800;"SINT-TRUIDEN";"Limburg";2014
84840;"Ree";3581;"Beringen";"Limburg";2006
84841;"Ree";3582;"Beringen";"Limburg";2007
84842;"Ree";3920;"Lommel";"Limburg";2013
84843;"Ree";9950;"WAARSCHOOT";"Oost-Vlaanderen";2016
84844;"Ree";3900;"Lommel";"Limburg";2011
84845;"Wild zwijn";3580;"BERINGEN";"Limburg";2017
84846;"Ree";2880;"BORNEM";"Antwerpen";2016
84847;"Wild zwijn";3665;"AS";"Limburg";2015
84848;"Ree";3350;"LINTER";"Vlaams-Brabant";2014
84849;"Ree";3670;"Ellekom";"Limburg";2009
84850;"Ree";3800;"Binderveld";"Limburg";2011
84851;"Ree";2370;"Arendonk";"Antwerpen";2013
84852;"Ree";3945;"Ham";"Limburg";2012
84853;"Ree";3560;"LUMMEN";"Limburg";2016
84854;"Ree";3670;"Ellekom";"Limburg";2005
84855;"Wild zwijn";3582;NA;"Limburg";2009
84856;"Ree";2520;"Oelegem";"Antwerpen";2005
84857;"Ree";2290;"Herselt";"Antwerpen";2012
84858;"Ree";2230;"Herselt";"Antwerpen";2012
84859;"Wild zwijn";3580;"BERINGEN";"Limburg";2018
84860;"Ree";2310;"Rijkevorsel";"Antwerpen";2011
84861;"Wild zwijn";3580;"BERINGEN";"Limburg";2017
84862;"Ree";3945;"Ham";"Limburg";2009
84863;"Ree";2230;"Herselt";"Antwerpen";2010
84864;"Ree";3560;"Linkhout";"Limburg";2005
84865;"Ree";3680;"MAASEIK";"Limburg";2015
84866;"Ree";3740;"Beeverst-Bilzen";"Limburg";2009
84867;"Ree";2440;"GEEL";"Antwerpen";2015
84868;"Ree";3320;"Hoegaarden";"Vlaams-Brabant";2006
84869;"Ree";2387;"BAARLE-HERTOG";"Antwerpen";2018
84870;"Ree";3920;"Lommel";"Limburg";2004
84871;"Ree";2310;"Rijkevorsel";"Antwerpen";2008
84872;"Ree";2980;"ZOERSEL";"Antwerpen";2017
84873;"Ree";3910;"NEERPELT";"Limburg";2017
84874;"Ree";3670;"MEEUWEN-GRUITRODE";"Limburg";2018
84875;"Ree";2275;"GIERLE";"Antwerpen";2005
84876;"Ree";3720;"KORTESSEM";"Limburg";2018
84877;"Ree";3620;"LANAKEN";"Limburg";2016
84878;"Ree";2310;"RIJKEVORSEL";"Antwerpen";2014
84879;"Ree";3910;"Bocholt";"Limburg";2005
84880;"Ree";2490;"Balen";"Antwerpen";2010
84881;"Ree";2470;"RETIE";"Antwerpen";2017
84882;"Ree";NA;NA;"Antwerpen";2018
84883;"Ree";2400;"GEEL";"Antwerpen";2002
84884;"Ree";8640;"VLETEREN";"West-Vlaanderen";2017
84885;"Wild zwijn";NA;NA;"Limburg";2016
84886;"Ree";3220;"Holsbeek";"Vlaams-Brabant";2005
84887;"Ree";3350;"Linter";"Vlaams-Brabant";2012
84888;"Ree";8950;"HEUVELLAND";"West-Vlaanderen";2015
84889;"Ree";3560;"LUMMEN";"Limburg";2016
84890;"Ree";2440;"GEEL";"Antwerpen";2007
84891;"Ree";3940;"HECHTEL-EKSEL";"Limburg";2017
84892;"Ree";3910;"Bocholt";"Limburg";2008
84893;"Ree";2880;"Bornem";"Antwerpen";2011
84894;"Ree";9400;"NINOVE";"Oost-Vlaanderen";2018
84895;"Ree";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2016
84896;"Ree";3990;"PEER";"Limburg";2017
84897;"Ree";2990;"LOENHOUT";"Antwerpen";2008
84898;"Wild zwijn";3630;NA;"Limburg";2013
84899;"Ree";9220;"Hamme";"Oost-Vlaanderen";2009
84900;"Ree";2880;"BORNEM";"Antwerpen";2018
84901;"Ree";3798;"4375";"Voeren";2004
84902;"Ree";2310;"Rijkevorsel";"Antwerpen";2010
84903;"Ree";2500;"LIER";"Antwerpen";2014
84904;"Ree";2310;"RIJKEVORSEL";"Antwerpen";2015
84905;"Ree";9185;"WACHTEBEKE";"Oost-Vlaanderen";2018
84906;"Ree";3590;"DIEPENBEEK";"Limburg";2015
84907;"Ree";3500;"HASSELT";"Limburg";2015
84908;"Wild zwijn";3550;"HEUSDEN-ZOLDER";"Limburg";2018
84909;"Ree";NA;NA;"Limburg";2014
84910;"Ree";3272;"Averbode";"Vlaams-Brabant";2008
84911;"Ree";3960;"Bree";"Limburg";2008
84912;"Ree";3665;"As";"Limburg";2006
84913;"Ree";3440;"ZOUTLEEUW";"Vlaams-Brabant";2014
84914;"Ree";2491;"Balen";"Antwerpen";2004
84915;"Ree";3090;"Overijse";"Vlaams-Brabant";2004
84916;"Ree";3040;"Huldenberg";"Vlaams-Brabant";2003
84917;"Wild zwijn";NA;NA;"Antwerpen";2017
84918;"Ree";2380;"Bornem";"Antwerpen";2004
84919;"Ree";3740;"Beeverst-Bilzen";"Limburg";2010
84920;"Ree";3500;"Hasselt";"Limburg";2011
84921;"Ree";2290;"Herselt";"Antwerpen";2004
84922;"Wild zwijn";3790;"VOEREN";"Voeren";2015
84923;"Wild zwijn";3940;"HECHTEL-EKSEL";"Limburg";2018
84924;"Ree";3930;"Achel";"Limburg";2012
84925;"Ree";3640;"Gellik";"Limburg";2002
84926;"Ree";2220;"Hallaar";"Antwerpen";2008
84927;"Ree";3510;"Hasselt";"Limburg";2009
84928;"Ree";3550;"Beringen";"Limburg";2013
84929;"Ree";3660;"Opglabbeek";"Limburg";2012
84930;"Ree";3660;"Opglabbeek";"Limburg";2013
84931;"Ree";2321;"Meer";"Antwerpen";2002
84932;"Ree";3950;"BOCHOLT";"Limburg";2018
84933;"Ree";3350;"Linter";"Vlaams-Brabant";2007
84934;"Ree";2382;"Poppel";"Antwerpen";2011
84935;"Ree";3990;"Opgrimbie";"Limburg";2004
84936;"Ree";2360;"Kessel";"Antwerpen";2003
84937;"Ree";3690;"Bree";"Limburg";2011
84938;"Ree";3950;"BOCHOLT";"Limburg";2015
84939;"Ree";2230;"Herselt";"Antwerpen";2008
84940;"Ree";3590;"Diepenbeek";"Limburg";2013
84941;"Ree";3640;"Gellik";"Limburg";2002
84942;"Ree";3350;"Linter";"Vlaams-Brabant";2012
84943;"Ree";2960;"BRECHT";"Antwerpen";2017
84944;"Ree";3730;"HOESELT";"Limburg";2018
84945;"Ree";3511;"Beringen";"Limburg";2008
84946;"Ree";2260;"Westerlo";"Antwerpen";2006
84947;"Wild zwijn";3790;"VOEREN";"Voeren";2014
84948;"Ree";3650;"Bilzen";"Limburg";2006
84949;"Ree";2910;"Essen";"Antwerpen";2012
84950;"Ree";2440;"GEEL";"Antwerpen";2007
84951;"Ree";3700;"Herselt";"Limburg";2011
84952;"Ree";NA;NA;"Limburg";2017
84953;"Wild zwijn";3580;"BERINGEN";"Limburg";2017
84954;"Ree";3690;"Bree";"Limburg";2008
84955;"Ree";3510;"Hasselt";"Limburg";2012
84956;"Ree";3150;"HAACHT";"Vlaams-Brabant";2014
84957;"Ree";3580;"BERINGEN";"Limburg";2015
84958;"Ree";2340;"Beerse";"Antwerpen";2003
84959;"Ree";3191;"";"Vlaams-Brabant";2013
84960;"Ree";3210;"Lubbeek";"Vlaams-Brabant";2002
84961;"Ree";2310;"Rijkevorsel";"Antwerpen";2002
84962;"Ree";8906;"";"West-Vlaanderen";2012
84963;"Ree";2400;"GEEL";"Antwerpen";2004
84964;"Ree";3600;"GENK";"Limburg";2017
84965;"Ree";3690;"Bree";"Limburg";2012
84966;"Ree";2880;"Bornem";"Antwerpen";2012
84967;"Ree";3600;"Genk";"Limburg";2013
84968;"Wild zwijn";3630;NA;"Limburg";2012
84969;"Ree";9850;"NEVELE";"Oost-Vlaanderen";2017
84970;"Ree";1745;"Opwijk";"Vlaams-Brabant";2006
84971;"Ree";2440;"GEEL";"Antwerpen";2009
84972;"Wild zwijn";3580;"BERINGEN";"Limburg";2018
84973;"Ree";2490;"Balen";"Antwerpen";2013
84974;"Ree";3620;"Gellik";"Limburg";2005
84975;"Wild zwijn";3630;NA;"Limburg";2011
84976;"Wild zwijn";3600;NA;"Limburg";2013
84977;"Ree";3800;"SINT-TRUIDEN";"Limburg";2018
84978;"Ree";3630;"MAASMECHELEN";"Limburg";2018
84979;"Ree";3540;"Berbroek";"Limburg";2006
84980;"Ree";2400;"GEEL";"Antwerpen";2013
84981;"Ree";3200;"Aarschot";"Vlaams-Brabant";2003
84982;"Ree";2275;"LILLE";"Antwerpen";2018
84983;"Ree";3720;"KORTESSEM";"Limburg";2018
84984;"Ree";NA;NA;"Limburg";2014
84985;"Ree";3212;"";"Vlaams-Brabant";2005
84986;"Ree";2275;"LILLE";"Antwerpen";2017
84987;"Ree";8750;"Wingene";"West-Vlaanderen";2013
84988;"Ree";3012;"";"Vlaams-Brabant";2012
84989;"Ree";NA;NA;"Antwerpen";2016
84990;"Ree";2000;"ANTWERPEN";"Antwerpen";2014
84991;"Ree";3470;"Kortenaken";"Vlaams-Brabant";2010
84992;"Wild zwijn";3940;"HECHTEL-EKSEL";"Limburg";2018
84993;"Ree";2382;"Poppel";"Antwerpen";2013
84994;"Ree";3690;"Bree";"Limburg";2013
84995;"Ree";3550;"HEUSDEN-ZOLDER";"Limburg";2018
84996;"Ree";2990;"LOENHOUT";"Antwerpen";2002
84997;"Ree";3690;"Bree";"Limburg";2011
84998;"Ree";2990;"LOENHOUT";"Antwerpen";2011
84999;"Ree";2490;"Balen";"Antwerpen";2007
85000;"Ree";2243;"Pulle";"Antwerpen";2009
85001;"Ree";2880;"Bornem";"Antwerpen";2009
85002;"Wild zwijn";3740;"BILZEN";"Limburg";2016
85003;"Ree";9160;"LOKEREN";"Oost-Vlaanderen";2017
85004;"Ree";3191;"";"Vlaams-Brabant";2011
85005;"Ree";3272;"Averbode";"Vlaams-Brabant";2004
85006;"Ree";3050;"OUD-HEVERLEE";"Vlaams-Brabant";2019
85007;"Ree";2230;"Herselt";"Antwerpen";2006
85008;"Ree";3680;"0poeteren";"Limburg";2002
85009;"Ree";3650;"Bilzen";"Limburg";2006
85010;"Wild zwijn";3970;NA;"Limburg";2013
85011;"Ree";2242;"Massenhoven";"Antwerpen";2008
85012;"Ree";2880;"Bornem";"Antwerpen";2011
85013;"Ree";2243;"Pulle";"Antwerpen";2011
85014;"Ree";2300;"OUD-TURNHOUT";"Antwerpen";2010
85015;"Wild zwijn";3550;"HEUSDEN-ZOLDER";"Limburg";2017
85016;"Damhert";2370;"ARENDONK";"Antwerpen";2018
85017;"Ree";3550;"Beringen";"Limburg";2006
85018;"Ree";3990;"Opgrimbie";"Limburg";2010
85019;"Ree";2480;"Dessel";"Antwerpen";2011
85020;"Ree";NA;NA;"Limburg";2014
85021;"Ree";3440;"Halle-Booienhoven";"Vlaams-Brabant";2012
85022;"Ree";2430;"Eindhout";"Antwerpen";2002
85023;"Ree";2260;"Westerlo";"Antwerpen";2004
85024;"Wild zwijn";3920;"LOMMEL";"Limburg";2016
85025;"Ree";3040;"Huldenberg";"Vlaams-Brabant";2006
85026;"Ree";3350;"Linter";"Vlaams-Brabant";2013
85027;"Wild zwijn";2400;"MOL";"Antwerpen";2017
85028;"Ree";2440;"GEEL";"Antwerpen";2006
85029;"Ree";3630;"MAASMECHELEN";"Limburg";2014
85030;"Ree";3590;"Diepenbeek";"Limburg";2010
85031;"Wild zwijn";8630;NA;"West-Vlaanderen";2013
85032;"Ree";3740;"BILZEN";"Limburg";2015
85033;"Ree";3630;"MAASMECHELEN";"Limburg";2014
85034;"Ree";3050;"";"Vlaams-Brabant";2002
85035;"Wild zwijn";3920;"LOMMEL";"Limburg";2018
85036;"Ree";2382;"Poppel";"Antwerpen";2009
85037;"Ree";3290;"Deurne";"Vlaams-Brabant";2005
85038;"Ree";2230;"Herselt";"Antwerpen";2011
85039;"Ree";3620;"Gellik";"Limburg";2013
85040;"Ree";NA;NA;"Limburg";2014
85041;"Ree";2240;"GEEL";"Antwerpen";2008
85042;"Ree";3580;"BERINGEN";"Limburg";2014
85043;"Ree";2240;"GEEL";"Antwerpen";2012
85044;"Ree";3360;"BIERBEEK";"Vlaams-Brabant";2017
85045;"Ree";3560;"Linkhout";"Limburg";2011
85046;"Ree";3670;"Ellekom";"Limburg";2004
85047;"Ree";3581;"Beringen";"Limburg";2008
85048;"Ree";3300;"TIENEN";"Vlaams-Brabant";2018
85049;"Ree";3790;"Diepenbeek";"Voeren";2011
85050;"Wild zwijn";3790;"VOEREN";"Voeren";2014
85051;"Ree";2980;"Hal";"Antwerpen";2004
85052;"Ree";2450;"MEERHOUT";"Antwerpen";2016
85053;"Ree";3520;"Geetbets";"Limburg";2008
85054;"Ree";3960;"BREE";"Limburg";2015
85055;"Ree";2400;"MOL";"Antwerpen";2017
85056;"Ree";8750;"WINGENE";"West-Vlaanderen";2014
85057;"Ree";3940;"Bilzen";"Limburg";2006
85058;"Ree";3720;"Kortesem";"Limburg";2013
85059;"Ree";3650;"Bilzen";"Limburg";2013
85060;"Wild zwijn";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2014
85061;"Ree";2470;"RETIE";"Antwerpen";2015
85062;"Ree";3930;"Achel";"Limburg";2006
85063;"Ree";3800;"SINT-TRUIDEN";"Limburg";2016
85064;"Ree";NA;NA;"Limburg";2014
85065;"Ree";2230;"Herselt";"Antwerpen";2003
85066;"Ree";9112;"Sinaai-Waas";"Oost-Vlaanderen";2013
85067;"Ree";3471;"";"Vlaams-Brabant";2012
85068;"Ree";3665;"As";"Limburg";2007
85069;"Ree";3530;"Achel";"Limburg";2011
85070;"Ree";3590;"DIEPENBEEK";"Limburg";2017
85071;"Ree";3670;"Ellekom";"Limburg";2007
85072;"Ree";3920;"LOMMEL";"Limburg";2016
85073;"Ree";3650;"DILSEN-STOKKEM";"Limburg";2015
85074;"Ree";3440;"ZOUTLEEUW";"Vlaams-Brabant";2015
85075;"Wild zwijn";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2018
85076;"Ree";2910;"ESSEN";"Antwerpen";2017
85077;"Ree";3950;"Bochelt";"Limburg";2007
85078;"Ree";9180;"MOERBEKE";"Oost-Vlaanderen";2017
85079;"Ree";3980;"Maaseik";"Limburg";2008
85080;"Ree";3511;"Beringen";"Limburg";2010
85081;"Ree";NA;NA;"Oost-Vlaanderen";2018
85082;"Ree";2480;"Dessel";"Antwerpen";2012
85083;"Wild zwijn";3620;"LANAKEN";"Limburg";2018
